,artikelnr:,text:,jci1.0:,jci1.3:,versie:
12,/Hoofdstuk2/Paragraaf2.1/Artikel2.10,"Bij de keuzes met betrekking tot vorm en inhoud van een regeling wordt gestreefd naar zo
                                beperkt mogelijke lasten voor burgers, bedrijven en instellingen, alsmede voor de
                                overheid zelf.",1.0:c:BWBR0005730&artikel=2.10&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.10&z=2018-01-01&g=2018-01-01,01-01-2018
13,/Hoofdstuk2/Paragraaf2.1/Artikel2.11,"De voor een of meer belanghebbenden nadelige gevolgen van een voorgenomen regeling mogen
                                niet onevenredig zijn in verhouding tot de daarmee te dienen doelen.",1.0:c:BWBR0005730&artikel=2.11&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.11&z=2018-01-01&g=2018-01-01,01-01-2018
14,/Hoofdstuk2/Paragraaf2.1/Artikel2.12,"Bij het opstellen van een regeling wordt rekening gehouden met de overige relevante
                                eisen en voorwaarden die deel uitmaken van het kabinetsbeleid inzake regelgeving.",1.0:c:BWBR0005730&artikel=2.12&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.12&z=2018-01-01&g=2018-01-01,01-01-2018
15,/Hoofdstuk2/Paragraaf2.1/Artikel2.13,"Taken en bevoegdheden worden op decentraal niveau gelegd, tenzij het onderwerp van zorg
                                niet op doelmatige en doeltreffende wijze door decentrale organen kan worden behartigd.",1.0:c:BWBR0005730&artikel=2.13&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.13&z=2018-01-01&g=2018-01-01,01-01-2018
16,/Hoofdstuk2/Paragraaf2.1/Artikel2.14,"Bij de toekenning van bestuursbevoegdheden wordt de uitoefening daarvan zoveel
                                    mogelijk genormeerd. $$ Met het oog hierop worden discretionaire bevoegdheden en bevoegdheden met vage
                                    toepassingscriteria niet toegekend, tenzij daarvoor goede gronden zijn.",1.0:c:BWBR0005730&artikel=2.14&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.14&z=2018-01-01&g=2018-01-01,01-01-2018
17,/Hoofdstuk2/Paragraaf2.1/Artikel2.15,"Bij het opstellen van een regeling wordt onderzocht welke hogere regels de vrijheid van
                                regeling ten aanzien van het betrokken onderwerp hebben ingeperkt.",1.0:c:BWBR0005730&artikel=2.15&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.1&aanwijzing=2.15&z=2018-01-01&g=2018-01-01,01-01-2018
18,/Hoofdstuk2/Paragraaf2.2/Artikel2.16,"Bij het opstellen van een regeling wordt onderzocht of de regeling moet gelden voor het
                                gehele grondgebied van Nederland, of uitsluitend voor het Europese deel van Nederland,
                                dan wel uitsluitend voor Bonaire, Sint Eustatius en Saba.",1.0:c:BWBR0005730&artikel=2.16&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.2&aanwijzing=2.16&z=2018-01-01&g=2018-01-01,01-01-2018
19,/Hoofdstuk2/Paragraaf2.3/Artikel2.17,"Als algemeen verbindend voorschrift, vastgesteld vanwege het Rijk, wordt beschouwd een
                                naar buiten werkende algemene regel, vastgesteld bij of krachtens wet dan wel, in
                                bijzondere gevallen, bij of krachtens zelfstandige algemene maatregel van bestuur.",1.0:c:BWBR0005730&artikel=2.17&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.17&z=2018-01-01&g=2018-01-01,01-01-2018
20,/Hoofdstuk2/Paragraaf2.3/Artikel2.18,"Algemeen verbindende voorschriften worden vanwege het Rijk niet op andere wijze
                                vastgesteld dan bij: $$ wet; $$ algemene maatregel van bestuur; $$ ministeriële regeling; of $$ regeling van een zelfstandig bestuursorgaan met inachtneming van .aanwijzing
                                        5.10 $$ regeling van een zelfstandig bestuursorgaan met inachtneming van .",1.0:c:BWBR0005730&artikel=2.18&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.18&z=2018-01-01&g=2018-01-01,01-01-2018
21,/Hoofdstuk2/Paragraaf2.3/Artikel2.19,"Bij verdeling van de elementen van een regeling over de wet en algemeen verbindende
                                voorschriften van lager niveau bevat de wet ten minste de hoofdelementen van de
                                regeling. Bij de keuze welke elementen in de wet zelf regeling moeten vinden en ter zake
                                van welke elementen delegatie is toegestaan, dient het primaat van de wetgever als
                                richtsnoer.",1.0:c:BWBR0005730&artikel=2.19&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.19&z=2018-01-01&g=2018-01-01,01-01-2018
22,/Hoofdstuk2/Paragraaf2.3/Artikel2.20,"In ieder geval worden in de wet opgenomen voorschriften ten aanzien van onderwerpen
                                    waarvoor de  een regeling bij wet eist en geen delegatie toelaat.Grondwet $$ Een in de  neergelegd verbod tot delegatie houdt in dat:Grondwet $$ alle wezenlijke bepalingen ten aanzien van het betrokken onderwerp in de wet
                                            worden vastgelegd; en $$ in de wet niet wordt volstaan met het toekennen van algemene
                                            bestuursbevoegdheden waarvan de invulling geheel of grotendeels aan
                                            bestuursorganen wordt overgelaten.",1.0:c:BWBR0005730&artikel=2.20&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.20&z=2018-01-01&g=2018-01-01,01-01-2018
23,/Hoofdstuk2/Paragraaf2.3/Artikel2.21,"Zoveel mogelijk worden in de wet opgenomen voorschriften: $$ die de grondslag vormen voor een stelsel van vergunningen of een stelsel waarbij
                                        anderszins de toelaatbaarheid van handelingen afhankelijk wordt gesteld van
                                        toestemming van de overheid; $$ die andere overheden in medebewind roepen; $$ waarbij bestuursorganen in het leven worden geroepen; $$ betreffende rechtsbescherming; $$ inzake sancties van bestuursrechtelijke of civielrechtelijke aard; $$ waarbij toezichts- of opsporingsbevoegdheden worden toegekend; $$ omtrent rechten en verplichtingen van burgers jegens elkaar; $$ die beogen aan de burger procedurele waarborgen te bieden ten aanzien van het
                                        gebruik van bevoegdheden door de overheid.",1.0:c:BWBR0005730&artikel=2.21&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.21&z=2018-01-01&g=2018-01-01,01-01-2018
24,/Hoofdstuk2/Paragraaf2.3/Artikel2.22,"Voor het vaststellen van algemeen verbindende voorschriften wordt een zelfstandige
                                algemene maatregel van bestuur niet gebruikt, behoudens in uitzonderlijke situaties bij
                                wijze van tijdelijke voorziening.",1.0:c:BWBR0005730&artikel=2.22&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.3&aanwijzing=2.22&z=2018-01-01&g=2018-01-01,01-01-2018
25,/Hoofdstuk2/Paragraaf2.4/Artikel2.23,"Delegatie van regelgevende bevoegdheid wordt in de delegerende regeling zo concreet en
                                nauwkeurig mogelijk begrensd.",1.0:c:BWBR0005730&artikel=2.23&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.23&z=2018-01-01&g=2018-01-01,01-01-2018
26,/Hoofdstuk2/Paragraaf2.4/Artikel2.24,"Delegatie van regelgevende bevoegdheid aan een minister wordt beperkt tot
                                    voorschriften van administratieve aard, uitwerking van de details van een regeling,
                                    voorschriften die dikwijls wijziging behoeven en voorschriften waarvan te voorzien
                                    is dat zij mogelijk met grote spoed moeten worden vastgesteld. $$ Delegatie van regelgevende bevoegdheid aan een minister is ook toegestaan indien het
                                    gaat om het verwerken in de Nederlandse wetgeving van internationale regelingen die
                                    de Nederlandse wetgever, behoudens op ondergeschikte punten, geen ruimte laten voor
                                    het maken van keuzen van beleidsinhoudelijke aard.",1.0:c:BWBR0005730&artikel=2.24&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.24&z=2018-01-01&g=2018-01-01,01-01-2018
27,/Hoofdstuk2/Paragraaf2.4/Artikel2.25,"Delegatie van regelgevende bevoegdheid aan een minister geschiedt, indien mogelijk,
                                rechtstreeks in de wet.",1.0:c:BWBR0005730&artikel=2.25&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.25&z=2018-01-01&g=2018-01-01,01-01-2018
28,/Hoofdstuk2/Paragraaf2.4/Artikel2.26,"Voor delegatie van regelgevende bevoegdheid aan de regering wordt de formulering
                                    ‘’ gebruikt. $$ Om subdelegatie door de regering mogelijk te maken wordt de formulering ‘’
                                    gebruikt.",1.0:c:BWBR0005730&artikel=2.26&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.26&z=2018-01-01&g=2018-01-01,01-01-2018
29,/Hoofdstuk2/Paragraaf2.4/Artikel2.27,"Ten aanzien van de voordracht en ondertekening van een algemene maatregel van bestuur
                                worden in de delegerende wet geen voorschriften gegeven. Indien wenselijk kunnen
                                afspraken daarover worden vermeld in de toelichting.",1.0:c:BWBR0005730&artikel=2.27&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.27&z=2018-01-01&g=2018-01-01,01-01-2018
30,/Hoofdstuk2/Paragraaf2.4/Artikel2.28,"Voor delegatie van regelgevende bevoegdheid aan een minister wordt de formulering
                                    ‘’ of ‘’ gebruikt. $$ Indien uit de delegerende regeling niet reeds voortvloeit welke minister bevoegd is,
                                    of indien een afwijkende bevoegdheidstoedeling is beoogd, wordt de formulering
                                    ‘’ gebruikt. $$ Indien het wenselijk is te bepalen dat een ministeriële regeling onder
                                    verantwoordelijkheid van meer dan een bewindspersoon wordt vastgesteld, wordt
                                    daarvoor de formulering ‘’ gebruikt, tenzij ‘’ in de
                                    delegerende regeling reeds is gedefinieerd als: ‘’.",1.0:c:BWBR0005730&artikel=2.28&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.28&z=2018-01-01&g=2018-01-01,01-01-2018
31,/Hoofdstuk2/Paragraaf2.4/Artikel2.29,,1.0:c:BWBR0005730&artikel=2.29&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.29&z=2018-01-01&g=2018-01-01,01-01-2018
32,/Hoofdstuk2/Paragraaf2.4/Artikel2.30,"In een regeling wordt, behoudens in bijzondere omstandigheden, niet voorzien in
                                mandaatverlening van regelgevende bevoegdheid.",1.0:c:BWBR0005730&artikel=2.30&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.30&z=2018-01-01&g=2018-01-01,01-01-2018
33,/Hoofdstuk2/Paragraaf2.4/Artikel2.31,"In een hogere regeling wordt niet toegestaan dat daarvan bij lagere regeling wordt
                                    afgeweken. $$ Het eerste lid is niet van toepassing op: $$ afwijkende regelingen die bij wijze van experiment worden ingevoerd; $$ afwijkende regelingen ten behoeve van noodsituaties.",1.0:c:BWBR0005730&artikel=2.31&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.31&z=2018-01-01&g=2018-01-01,01-01-2018
34,/Hoofdstuk2/Paragraaf2.4/Artikel2.32,"In een hogere regeling wordt niet toegestaan dat deze bij lagere regeling wordt
                                    gewijzigd. $$ Het eerste lid is niet van toepassing op: $$ het volgens vaste systematiek aanpassen van bedragen, tarieven en
                                            percentages; $$ wetstechnische aanpassingen van verwijzingen naar bindende
                                            EU-rechtshandelingen en verdragen of onderdelen daarvan. $$ In een delegatiebepaling waarin wijziging van een hogere regeling door een lagere
                                    regeling mogelijk wordt gemaakt, wordt, evenals in de lagere regeling, uitsluitend
                                    de term ‘wijzigen’ of ‘vervangen’ gebruikt.",1.0:c:BWBR0005730&artikel=2.32&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.32&z=2018-01-01&g=2018-01-01,01-01-2018
35,/Hoofdstuk2/Paragraaf2.4/Artikel2.33,"Een algemene maatregel van bestuur wordt niet eerder vastgesteld dan nadat de wet
                                    waarop deze is gebaseerd, is vastgesteld. $$ In uitzonderlijke situaties kan een algemene maatregel van bestuur reeds worden
                                    vastgesteld nadat het wetsvoorstel dat aan de algemene maatregel van bestuur ten
                                    grondslag ligt door de Tweede Kamer is aanvaard. $$ Voor de inwerkingtredingsbepaling van een algemene maatregel van bestuur als bedoeld
                                    in het tweede lid wordt het in , bedoelde model gebruikt.aanwijzing 4.22,
                                        onder E $$ Voor de inwerkingtredingsbepaling van een algemene maatregel van bestuur als bedoeld
                                    in het tweede lid wordt het in , bedoelde model gebruikt. $$ Deze aanwijzing is van overeenkomstige toepassing op het vaststellen van een
                                    ministeriële regeling.",1.0:c:BWBR0005730&artikel=2.33&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.33&z=2018-01-01&g=2018-01-01,01-01-2018
36,/Hoofdstuk2/Paragraaf2.4/Artikel2.34,"Indien een regeling voorziet in de verplichting of de bevoegdheid tot het vaststellen
                                van uitvoeringsregelingen, wordt ter uitvoering van de hogere regeling zo mogelijk één
                                algemene maatregel van bestuur of ministeriële regeling vastgesteld.",1.0:c:BWBR0005730&artikel=2.34&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.4&aanwijzing=2.34&z=2018-01-01&g=2018-01-01,01-01-2018
37,/Hoofdstuk2/Paragraaf2.5/Artikel2.35,"In de wet wordt geen formele betrokkenheid van het parlement bij gedelegeerde
                                regelgeving geregeld tenzij daarvoor bijzondere redenen bestaan.",1.0:c:BWBR0005730&artikel=2.35&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.35&z=2018-01-01&g=2018-01-01,01-01-2018
38,/Hoofdstuk2/Paragraaf2.5/Artikel2.36,"Gecontroleerde delegatie wordt slechts toegepast ingeval een materie regeling bij
                                    wet rechtvaardigt maar zich daarvoor toch niet goed leent vanwege haar sterk
                                    technische karakter, de noodzaak van snelle wijzigingen of de grote omvang van de te
                                    stellen regels. $$ Voor gecontroleerde delegatie wordt een van de volgende modellen gebruikt:",1.0:c:BWBR0005730&artikel=2.36&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.36&z=2018-01-01&g=2018-01-01,01-01-2018
39,/Hoofdstuk2/Paragraaf2.5/Artikel2.37,"Met toepassing van voorwaardelijke delegatie wordt grote terughoudendheid betracht.
                                    Zij wordt slechts toegepast indien in het algemeen voor de regeling van een materie
                                    kan worden volstaan met een lagere regeling, maar het wenselijk is de mogelijkheid
                                    open te houden dat in bepaalde gevallen voor de totstandkoming de wetsprocedure
                                    wordt gevolgd.",1.0:c:BWBR0005730&artikel=2.37&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.37&z=2018-01-01&g=2018-01-01,01-01-2018
40,/Hoofdstuk2/Paragraaf2.5/Artikel2.38,"Voor een mededeling of overlegging aan beide Kamers van de Staten-Generaal als
                                    bedoeld in de  en  wordt een zodanig tijdstip gekozen dat ten minste drievierde deel van de
                                    in die aanwijzingen bedoelde termijn buiten een reces van de Kamers valt.aanwijzingen
                                        2.36 $$ Voor een mededeling of overlegging aan beide Kamers van de Staten-Generaal als
                                    bedoeld in de  en  wordt een zodanig tijdstip gekozen dat ten minste drievierde deel van de
                                    in die aanwijzingen bedoelde termijn buiten een reces van de Kamers valt. $$ Indien het eerste lid niet in acht genomen kan worden, wordt dit bij de mededeling
                                    of overlegging uitdrukkelijk en gemotiveerd vermeld. $$ Indien bij een mededeling of overlegging als bedoeld in  het eerste lid niet in acht kan worden genomen, wordt zo mogelijk een na het
                                    reces liggende datum genoemd vóór welke de Kamers hun zienswijze kenbaar kunnen
                                    maken.aanwijzing 2.36 $$ Indien bij een mededeling of overlegging als bedoeld in  het eerste lid niet in acht kan worden genomen, wordt zo mogelijk een na het
                                    reces liggende datum genoemd vóór welke de Kamers hun zienswijze kenbaar kunnen
                                    maken. $$ Indien een verlenging als bedoeld in het derde lid naar het oordeel van de betrokken
                                    minister niet mogelijk is, wordt dat uitdrukkelijk en gemotiveerd vermeld.",1.0:c:BWBR0005730&artikel=2.38&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.38&z=2018-01-01&g=2018-01-01,01-01-2018
41,/Hoofdstuk2/Paragraaf2.5/Artikel2.39,"Tijdelijke delegatie blijft beperkt tot gevallen waarin te stellen voorschriften
                                    gelet op hun betekenis bij wet moeten worden vastgesteld maar de totstandkoming van
                                    een wet niet kan worden afgewacht.",1.0:c:BWBR0005730&artikel=2.39&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.39&z=2018-01-01&g=2018-01-01,01-01-2018
42,/Hoofdstuk2/Paragraaf2.5/Artikel2.40,"Delegatie onder het vereiste van goedkeuring bij wet blijft beperkt tot gevallen
                                    waarin tijdelijke delegatie aanvaardbaar is en het gaat om regelingen die de Tweede
                                    Kamer in beginsel slechts kan goedkeuren of weigeren goed te keuren.",1.0:c:BWBR0005730&artikel=2.40&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.5&aanwijzing=2.40&z=2018-01-01&g=2018-01-01,01-01-2018
43,/Hoofdstuk2/Paragraaf2.6/Artikel2.41,"Indien het gewenst is de mogelijkheid te bieden dat in een lagere regeling bij wijze
                                    van experiment van een hogere regeling wordt afgeweken, wordt in die hogere regeling
                                    bepaald: $$ wat het oogmerk is van het experiment; $$ wat het bereik is van de experimenteerregeling; $$ van welke onderdelen van de hogere regeling kan worden afgeweken; en $$ wat de maximale geldingsduur is van de afwijking. $$ Van een wet in formele zin wordt slechts afgeweken bij algemene maatregel van
                                    bestuur, waarbij kan worden voorzien in subdelegatie. $$ In de experimenteerregeling wordt vermeld van welke onderdelen van de hogere
                                    regeling wordt afgeweken.",1.0:c:BWBR0005730&artikel=2.41&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.6&aanwijzing=2.41&z=2018-01-01&g=2018-01-01,01-01-2018
44,/Hoofdstuk2/Paragraaf2.6/Artikel2.42,"In de toelichting bij een experimenteerregeling wordt aangegeven hoe evaluatie van
                                    de regeling plaatsvindt.",1.0:c:BWBR0005730&artikel=2.42&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.6&aanwijzing=2.42&z=2018-01-01&g=2018-01-01,01-01-2018
45,/Hoofdstuk2/Paragraaf2.7/Artikel2.43,"In een wettelijk voorschrift op grond waarvan een beleidsregel wordt vastgesteld en in
                                het opschrift en de citeertitel van de beleidsregel, wordt het woord ‘beleidsregel’
                                uitdrukkelijk gebruikt.",1.0:c:BWBR0005730&artikel=2.43&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.7&aanwijzing=2.43&z=2018-01-01&g=2018-01-01,01-01-2018
46,/Hoofdstuk2/Paragraaf2.7/Artikel2.44,"Bij de vaststelling van een beleidsregel krachtens mandaat geschiedt deze vaststelling
                                ten minste op het niveau van directeur-generaal of een daarmee vergelijkbare
                                functionaris.",1.0:c:BWBR0005730&artikel=2.44&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.7&aanwijzing=2.44&z=2018-01-01&g=2018-01-01,01-01-2018
47,/Hoofdstuk2/Paragraaf2.8/Artikel2.45,"In gevallen waarin soortgelijke onderwerpen worden geregeld, wordt gestreefd naar
                                    harmonisatie van regelgeving. $$ Bij wijziging van een regeling wordt nagegaan welke wijzigingen uit een oogpunt van
                                    harmonisatie kunnen worden meegenomen.",1.0:c:BWBR0005730&artikel=2.45&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.8&aanwijzing=2.45&z=2018-01-01&g=2018-01-01,01-01-2018
48,/Hoofdstuk2/Paragraaf2.8/Artikel2.46,"In bijzondere wetten wordt alleen afgeweken van algemene wetten, indien dit
                                    noodzakelijk is. Een afwijking wordt in de memorie van toelichting bij de bijzondere
                                    wet gemotiveerd. $$ Het eerste lid is van overeenkomstige toepassing op aanvullingen in bijzondere
                                    wetten op een regeling in een algemene wet die uitputtend is bedoeld.",1.0:c:BWBR0005730&artikel=2.46&g=2018-01-01,jci1.3:c:BWBR0005730&hoofdstuk=2&paragraaf=2.8&aanwijzing=2.46&z=2018-01-01&g=2018-01-01,01-01-2018
