,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
31,Hoofdstuk1,Afdeling1,Artikel1.3,,,,"Ter uitvoering van een verdrag of een EU-verordening, -richtlijn of -besluit, op grond waarvan de grenscontrole plaatsvindt aan de buitengrenzen van het Schengengebied, wordt in , alsmede in de  en , , , , , , en , onder Nederland mede verstaan: de tot het Schengengebied behorende grondgebieden van andere staten.hoofdstuk 4, afdeling 1",01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=1&artikel=1.3&z=2019-07-01&g=2019-07-01
32,Hoofdstuk1,Afdeling1,Artikel1.4,Lid1,,,"Onze Minister kan van zijn bevoegdheden mandaat verlenen aan de burgemeester, de korpschef en de bevelhebber van de Koninklijke marechaussee.",13-04-2004,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=1&artikel=1.4&lid=1&z=2019-07-01&g=2019-07-01
33,Hoofdstuk1,Afdeling1,Artikel1.4,Lid2,,,"De burgemeester, de korpschef en de bevelhebber van de Koninklijke marechaussee kunnen ondermandaat verlenen aan de onder hen ressorterende ambtenaren voorzover dat in overeenstemming is met de taak en functie van de desbetreffende ambtenaar.",13-04-2004,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=1&artikel=1.4&lid=2&z=2019-07-01&g=2019-07-01
34,Hoofdstuk1,Afdeling2,Paragraaf1,Artikel1.5,,,Vervallen,29-04-2006,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=2&paragraaf=1&artikel=1.5&z=2019-07-01&g=2019-07-01
35,Hoofdstuk1,Afdeling2,Paragraaf2,Artikel1.6,,,De commissie kan haar werkwijze nader vaststellen in een reglement van orde als bedoeld in .artikel 21 van de Kaderwet adviescolleges,01-04-2001,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.6&z=2019-07-01&g=2019-07-01
36,Hoofdstuk1,Afdeling2,Paragraaf2,Artikel1.7,Lid1,,De commissie adviseert schriftelijk en met redenen omkleed.,01-04-2001,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.7&lid=1&z=2019-07-01&g=2019-07-01
37,Hoofdstuk1,Afdeling2,Paragraaf2,Artikel1.7,Lid2,,De adviezen vermelden de namen van de personen die ter vergadering aanwezig zijn geweest. Zij vermelden tevens met welke stemmenverhouding zij zijn vastgesteld.,01-04-2001,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.7&lid=2&z=2019-07-01&g=2019-07-01
38,Hoofdstuk1,Afdeling2,Paragraaf2,Artikel1.7,Lid3,,Het advies wordt door de voorzitter en de secretaris ondertekend.,01-04-2001,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.7&lid=3&z=2019-07-01&g=2019-07-01
39,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.8,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven als familie- of gezinslid, kan als referent optreden de hoofdpersoon bij wie de vreemdeling als familie- of gezinslid verblijft of wil verblijven.",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.8&z=2019-07-01&g=2019-07-01
40,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.9,Lid1,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor het verrichten van arbeid als kennismigrant, kan als referent optreden de krachtens  als referent erkende werkgever, met wie de vreemdeling een arbeidsovereenkomst of gastovereenkomst heeft gesloten of die de vreemdeling heeft aangesteld en die, voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in .artikel 2c van de Wet",29-11-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.9&lid=1&z=2019-07-01&g=2019-07-01
41,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.9,Lid2,,"Ten behoeve van het verblijf van een vreemdeling, die in Nederland verblijft of wil verblijven als houder van de Europese blauwe kaart, kan als referent optreden de werkgever, met wie de vreemdeling een arbeidsovereenkomst of gastovereenkomst heeft gesloten of die de vreemdeling heeft aangesteld.",29-11-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.9&lid=2&z=2019-07-01&g=2019-07-01
42,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.9,Lid3,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor een overplaatsing binnen een onderneming, kan als referent optreden de gastentiteit in de zin van artikel 3, onder d, van /EU.richtlijn 2014/66",29-11-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.9&lid=3&z=2019-07-01&g=2019-07-01
43,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.10,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor het verrichten van seizoenarbeid of arbeid in loondienst, kan als referentoptreden de werkgever, die, voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in , en die:Handelsregisterwet 2007",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.10&z=2019-07-01&g=2019-07-01
44,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.10,Onderdeela,,"met de vreemdeling een arbeidsovereenkomst heeft gesloten of die de vreemdeling heeft aangesteld, dan wel, indien geen sprake is van een arbeidsovereenkomst of aanstelling,",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.10&o=a&z=2019-07-01&g=2019-07-01
45,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.10,Onderdeelb,,"ten behoeve van die arbeid in het bezit is gesteld van een tewerkstellingsvergunning of een tewerkstellingsvergunning heeft aangevraagd, dan wel, indien geen tewerkstellingsvergunning is vereist,",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.10&o=b&z=2019-07-01&g=2019-07-01
46,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.10,Onderdeelc,,de vreemdeling feitelijk tewerkstelt.,01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.10&o=c&z=2019-07-01&g=2019-07-01
47,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.11,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor het verrichten van onderzoek in de zin van richtlijn (EU) 2016/801, kan als referent optreden de krachtens  als referent erkende onderzoeksinstelling, waarmee de vreemdeling een gastovereenkomst als bedoeld in artikel 10 van richtlijn (EU) 2016/801 heeft gesloten, die, voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in , en die:artikel 2c van de Wet",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.11&z=2019-07-01&g=2019-07-01
48,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.11,Onderdeela,,"een publieke onderzoeksinstelling is als bedoeld in  en die functieprofielen zoals opgenomen in het universitaire systeem van functieordenen onder de functiefamilie onderzoek en onderwijs hanteert voor onderzoekers in loondienst;artikel 1d, eerste lid, onder b, van het Besluit uitvoering Wet arbeid vreemdelingen",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.11&o=a&z=2019-07-01&g=2019-07-01
49,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.11,Onderdeelb,,"een publieke onderzoeksinstelling is, die is opgenomen in de bijlage behorende bij de Wet op het hoger onderwijs en wetenschappelijk onderzoek;",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.11&o=b&z=2019-07-01&g=2019-07-01
50,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.11,Onderdeelc,,"een particuliere onderzoeksinstelling is, die is opgenomen in het National Academic Research and Collaborations Information System;",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.11&o=c&z=2019-07-01&g=2019-07-01
51,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.11,Onderdeeld,,"een particuliere onderzoeksinstelling is, waaraan met betrekking tot het lopende of het vorige kalenderjaar een S&O-verklaring als bedoeld in  is afgegeven.artikel 1, eerste lid, van de Wet vermindering afdracht loonbelasting en premie voor de volksverzekeringen",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.11&o=d&z=2019-07-01&g=2019-07-01
52,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.12,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor lerend werken, kan als referent optreden de werkgever, die, voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in , en met wie de vreemdeling een leer-werkovereenkomst heeft gesloten of een stageovereenkomst met de elementen, genoemd in artikel 13, eerste lid, onderdeel a, onder i tot en met v, van richtlijn (EU) 2016/801.Handelsregisterwet 2007",23-05-2018,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.12&z=2019-07-01&g=2019-07-01
53,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven voor studie, kan als referent optreden de krachtens  als referent erkende onderwijsinstelling, waaraan de vreemdeling onderwijs volgt of wil volgen, die, voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in , en die:artikel 2c van de Wet",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&z=2019-07-01&g=2019-07-01
54,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,Onderdeela,,"geaccrediteerd hoger onderwijs aanbiedt, zoals geregistreerd in het Centraal register opleidingen hoger onderwijs, bedoeld in ;artikel 6.13 van de Wet op het hoger onderwijs en wetenschappelijk onderzoek",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&o=a&z=2019-07-01&g=2019-07-01
55,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,Onderdeelb,,voortgezet onderwijs aanbiedt als bedoeld in ;artikel 2 van de Wet op het voortgezet onderwijs,01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&o=b&z=2019-07-01&g=2019-07-01
56,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,Onderdeelc,,beroepsonderwijs aanbiedt als bedoeld in ;artikel 1.2.1 van de Wet educatie en beroepsonderwijs,01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&o=c&z=2019-07-01&g=2019-07-01
57,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,Onderdeeld,,"opleidingen verzorgt in het kader van het ontwikkelingssamenwerkingsbeleid van het Ministerie van Buitenlandse Zaken, of",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&o=d&z=2019-07-01&g=2019-07-01
58,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.13,Onderdeele,,opleidingsactiviteiten faciliteert in het kader van de .Wet op het specifiek cultuurbeleid,01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.13&o=e&z=2019-07-01&g=2019-07-01
59,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.14,,,"Ten behoeve van het verblijf van een vreemdeling die in Nederland verblijft of wil verblijven in het kader van uitwisseling, kan als referent optreden de krachtens  als referent erkende uitwisselingsorganisatie, die:artikel 2c van de Wet",01-04-2019,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.14&z=2019-07-01&g=2019-07-01
60,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.14,Onderdeela,,een culturele doelstelling nastreeft;,01-04-2019,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.14&o=a&z=2019-07-01&g=2019-07-01
61,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.14,Onderdeelb,,"ten behoeve van die vreemdeling een door Onze Minister goedgekeurd uitwisselingsprogramma als bedoeld in , uitvoert, enartikel 3.43, eerste lid, onder a",01-04-2019,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.14&o=b&z=2019-07-01&g=2019-07-01
62,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.14,Onderdeelc,,"voor zover op grond van de  vereist, is ingeschreven in het handelsregister, bedoeld in , of als au-pairbureau, voor zover vereist, is ingeschreven in een handelsregister van een andere lidstaat van de Europese Unie of Europese Economische Ruimte.Handelsregisterwet 2007",01-04-2019,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.14&o=c&z=2019-07-01&g=2019-07-01
63,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.15,,,"Onverminderd de  kan een religieuze of levensbeschouwelijke organisatie slechts als referent optreden, indien zij, voor zover dit op grond van de  is vereist, is ingeschreven in het handelsregister, bedoeld in , en haar solvabiliteit, continuteit en betrouwbaarheid voldoende is gewaarborgd.artikelen 1.8 tot en met 1.14Handelsregisterwet 2007",01-06-2013,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.15&z=2019-07-01&g=2019-07-01
64,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.16,Lid1,,"De referent van een vreemdeling die in Nederland verblijft in het kader van uitwisseling, draagt zorg voor de juiste uitvoering van het uitwisselingsprogramma, bedoeld in .artikel 3.43, eerste lid, onder a",01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.16&lid=1&z=2019-07-01&g=2019-07-01
65,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.16,Lid2,,"De referent van een vreemdeling die in Nederland verblijft of wil verblijven in het kader van uitwisseling, voor arbeid als kennismigrant of voor studie, draagt zorg voor een zorgvuldige selectie en werving van de vreemdeling.",01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.16&lid=2&z=2019-07-01&g=2019-07-01
66,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.16,Lid3,,Bij ministerile regeling kunnen nadere regels worden gesteld over de voorgaande leden.,01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.16&lid=3&z=2019-07-01&g=2019-07-01
67,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.17,,,Bij ministerile regeling kunnen nadere regels worden gesteld omtrent deze paragraaf. Daarbij kan in ieder geval:,01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.17&z=2019-07-01&g=2019-07-01
68,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.17,Onderdeela,,"worden voorzien in nadere concretisering van de zorgplichten, bedoeld in ;artikel 1.16",01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.17&o=a&z=2019-07-01&g=2019-07-01
69,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.17,Onderdeelb,,"worden bepaald in welke gevallen de referent rechtspersoonlijkheid moet hebben, en",01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.17&o=b&z=2019-07-01&g=2019-07-01
70,Hoofdstuk1,Afdeling3,Paragraaf1,Artikel1.17,Onderdeelc,,worden voorzien in nadere regels omtrent de beindiging van het referentschap.,01-03-2016,jci1.3:c:BWBR0011825&hoofdstuk=1&afdeling=3&paragraaf=1&artikel=1.17&o=c&z=2019-07-01&g=2019-07-01
