,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
10,Hoofdstuk2,Afdeling2.1,Artikel2:5,Lid2,,,"Het eerste lid is mede van toepassing op instellingen en daartoe behorende of daarvoor werkzame personen die door een bestuursorgaan worden betrokken bij de uitvoering van zijn taak, en op instellingen en daartoe behorende of daarvoor werkzame personen die een bij of krachtens de wet toegekende taak uitoefenen.",01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.1&artikel=2:5&lid=2&z=2020-04-15&g=2020-04-15
11,Hoofdstuk2,Afdeling2.2,Artikel2:6,Lid1,,,"Bestuursorganen en onder hun verantwoordelijkheid werkzame personen gebruiken de Nederlandse taal, tenzij bij wettelijk voorschrift anders is bepaald.",01-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:6&lid=1&z=2020-04-15&g=2020-04-15
12,Hoofdstuk2,Afdeling2.2,Artikel2:6,Lid2,,,In afwijking van het eerste lid kan een andere taal worden gebruikt indien het gebruik daarvan doelmatiger is en de belangen van derden daardoor niet onevenredig worden geschaad.,01-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:6&lid=2&z=2020-04-15&g=2020-04-15
13,Hoofdstuk2,Afdeling2.2,Artikel2:7,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:7&z=2020-04-15&g=2020-04-15
14,Hoofdstuk2,Afdeling2.2,Artikel2:8,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:8&z=2020-04-15&g=2020-04-15
15,Hoofdstuk2,Afdeling2.2,Artikel2:9,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:9&z=2020-04-15&g=2020-04-15
16,Hoofdstuk2,Afdeling2.2,Artikel2:10,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:10&z=2020-04-15&g=2020-04-15
17,Hoofdstuk2,Afdeling2.2,Artikel2:11,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:11&z=2020-04-15&g=2020-04-15
18,Hoofdstuk2,Afdeling2.2,Artikel2:12,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:12&z=2020-04-15&g=2020-04-15
19,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid1,,,"In het verkeer tussen burgers en bestuursorganen kan een bericht elektronisch worden verzonden, mits de bepalingen van deze afdeling in acht worden genomen.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=1&z=2020-04-15&g=2020-04-15
20,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,,,"Het eerste lid geldt niet, indien:",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&z=2020-04-15&g=2020-04-15
21,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,Onderdeela,,"dit bij of krachtens wettelijk voorschrift is bepaald, of",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=a&z=2020-04-15&g=2020-04-15
22,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,Onderdeelb,,een vormvoorschrift zich tegen elektronische verzending verzet.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=b&z=2020-04-15&g=2020-04-15
23,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid1,,,"Een bestuursorgaan kan een bericht dat tot een of meer geadresseerden is gericht, elektronisch verzenden voor zover de geadresseerde kenbaar heeft gemaakt dat hij langs deze weg voldoende bereikbaar is.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=1&z=2020-04-15&g=2020-04-15
24,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid2,,,"Tenzij bij wettelijk voorschrift anders is bepaald, geschiedt de verzending van berichten die niet tot een of meer geadresseerden zijn gericht, niet uitsluitend elektronisch.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=2&z=2020-04-15&g=2020-04-15
25,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid3,,,"Indien een bestuursorgaan een bericht elektronisch verzendt, geschiedt dit op een voldoende betrouwbare en vertrouwelijke manier, gelet op de aard en de inhoud van het bericht en het doel waarvoor het wordt gebruikt.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=3&z=2020-04-15&g=2020-04-15
26,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid1,,,Een bericht kan elektronisch naar een bestuursorgaan worden verzonden voor zover het bestuursorgaan kenbaar heeft gemaakt dat deze weg is geopend. Het bestuursorgaan kan nadere eisen stellen aan het gebruik van de elektronische weg.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=1&z=2020-04-15&g=2020-04-15
27,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid2,,,Een bestuursorgaan kan elektronisch verschafte gegevens en bescheiden weigeren voor zover de aanvaarding daarvan tot een onevenredige belasting voor het bestuursorgaan zou leiden.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=2&z=2020-04-15&g=2020-04-15
28,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid3,,,"Een bestuursorgaan kan een elektronisch verzonden bericht weigeren voor zover de betrouwbaarheid of vertrouwelijkheid van dit bericht onvoldoende is gewaarborgd, gelet op de aard en de inhoud van het bericht en het doel waarvoor het wordt gebruikt.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=3&z=2020-04-15&g=2020-04-15
29,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid4,,,Het bestuursorgaan deelt een weigering op grond van dit artikel zo spoedig mogelijk aan de afzender mede.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=4&z=2020-04-15&g=2020-04-15
30,Hoofdstuk2,Afdeling2.3,Artikel2:16,Lid1,,,"Aan het vereiste van ondertekening is voldaan door een elektronische handtekening, indien de methode die daarbij voor ondertekening is gebruikt, voldoende betrouwbaar is, gelet op de aard en inhoud van het elektronische bericht en het doel waarvoor het is gebruikt.",10-03-2017,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:16&lid=1&z=2020-04-15&g=2020-04-15
31,Hoofdstuk2,Afdeling2.3,Artikel2:16,Lid2,,,"Indien de veiligheid en de betrouwbaarheid van het elektronische bericht en het doel waarvoor het wordt gebruikt dit noodzakelijk maken, kan bij wettelijk voorschrift het gebruik worden voorgeschreven van een bepaald type elektronische handtekening als bedoeld in artikel 3, onderdeel 10, van Verordening (EU) nr.910/2014 van het Europees Parlement en de Raad van 23juli 2014 (PbEU 2014, L257). Daarbij kunnen aanvullende eisen worden gesteld, tenzij het gaat om een geavanceerde elektronische handtekening als bedoeld in artikel 3, onderdeel 11 of een gekwalificeerde elektronische handtekening als bedoeld in artikel 3, onderdeel 12 van die verordening.",10-03-2017,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:16&lid=2&z=2020-04-15&g=2020-04-15
32,Hoofdstuk2,Afdeling2.3,Artikel2:17,Lid1,,,"Als tijdstip waarop een bericht door een bestuursorgaan elektronisch is verzonden, geldt het tijdstip waarop het bericht een systeem voor gegevensverwerking bereikt waarvoor het bestuursorgaan geen verantwoordelijkheid draagt of, indien het bestuursorgaan en de geadresseerde gebruik maken van hetzelfde systeem voor gegevensverwerking, het tijdstip waarop het bericht toegankelijk wordt voor de geadresseerde.",01-07-2010,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:17&lid=1&z=2020-04-15&g=2020-04-15
33,Hoofdstuk2,Afdeling2.3,Artikel2:17,Lid2,,,"Als tijdstip waarop een bericht door een bestuursorgaan elektronisch is ontvangen, geldt het tijdstip waarop het bericht zijn systeem voor gegevensverwerking heeft bereikt.",01-07-2010,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:17&lid=2&z=2020-04-15&g=2020-04-15
34,Hoofdstuk3,Afdeling3.1,Artikel3:1,Lid1,,,"Op besluiten, inhoudende algemeen verbindende voorschriften:",01-02-2006,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.1&artikel=3:1&lid=1&z=2020-04-15&g=2020-04-15
35,Hoofdstuk3,Afdeling3.1,Artikel3:1,Lid1,Onderdeela,,"is  slechts van toepassing, voor zover de aard van de besluiten zich daartegen niet verzet;afdeling 3.2",01-02-2006,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.1&artikel=3:1&lid=1&o=a&z=2020-04-15&g=2020-04-15
36,Hoofdstuk3,Afdeling3.1,Artikel3:1,Lid1,Onderdeelb,,zijn de  en  niet van toepassing.afdelingen 3.6,01-02-2006,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.1&artikel=3:1&lid=1&o=b&z=2020-04-15&g=2020-04-15
37,Hoofdstuk3,Afdeling3.1,Artikel3:1,Lid2,,,"Op andere handelingen van bestuursorganen dan besluiten zijn de  van overeenkomstige toepassing, voor zover de aard van de handelingen zich daartegen niet verzet.afdelingen 3.2 tot en met 3.4",01-02-2006,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.1&artikel=3:1&lid=2&z=2020-04-15&g=2020-04-15
38,Hoofdstuk3,Afdeling3.2,Artikel3:2,,,,Bij de voorbereiding van een besluit vergaart het bestuursorgaan de nodige kennis omtrent de relevante feiten en de af te wegen belangen.,01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:2&z=2020-04-15&g=2020-04-15
39,Hoofdstuk3,Afdeling3.2,Artikel3:3,,,,Het bestuursorgaan gebruikt de bevoegdheid tot het nemen van een besluit niet voor een ander doel dan waarvoor die bevoegdheid is verleend.,01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:3&z=2020-04-15&g=2020-04-15
40,Hoofdstuk3,Afdeling3.2,Artikel3:4,Lid1,,,"Het bestuursorgaan weegt de rechtstreeks bij het besluit betrokken belangen af, voor zover niet uit een wettelijk voorschrift of uit de aard van de uit te oefenen bevoegdheid een beperking voortvloeit.",01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:4&lid=1&z=2020-04-15&g=2020-04-15
41,Hoofdstuk3,Afdeling3.2,Artikel3:4,Lid2,,,De voor een of meer belanghebbenden nadelige gevolgen van een besluit mogen niet onevenredig zijn in verhouding tot de met het besluit te dienen doelen.,01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.2&artikel=3:4&lid=2&z=2020-04-15&g=2020-04-15
42,Hoofdstuk3,Afdeling3.3,Artikel3:5,Lid1,,,"In deze afdeling wordt verstaan onder adviseur: een persoon of college, bij of krachtens wettelijk voorschrift belast met het adviseren inzake door een bestuursorgaan te nemen besluiten en niet werkzaam onder verantwoordelijkheid van dat bestuursorgaan.",26-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:5&lid=1&z=2020-04-15&g=2020-04-15
43,Hoofdstuk3,Afdeling3.3,Artikel3:5,Lid2,,,Deze afdeling is niet van toepassing op het horen van de Raad van State.,26-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:5&lid=2&z=2020-04-15&g=2020-04-15
44,Hoofdstuk3,Afdeling3.3,Artikel3:6,Lid1,,,"Indien aan de adviseur niet reeds bij wettelijk voorschrift een termijn is gesteld, kan het bestuursorgaan aangeven binnen welke termijn een advies wordt verwacht. Deze termijn mag niet zodanig kort zijn, dat de adviseur zijn taak niet naar behoren kan vervullen.",26-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:6&lid=1&z=2020-04-15&g=2020-04-15
45,Hoofdstuk3,Afdeling3.3,Artikel3:6,Lid2,,,Indien het advies niet tijdig wordt uitgebracht staat het enkele ontbreken daarvan niet in de weg aan het nemen van het besluit.,26-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:6&lid=2&z=2020-04-15&g=2020-04-15
46,Hoofdstuk3,Afdeling3.3,Artikel3:7,Lid1,,,"Het bestuursorgaan waaraan advies wordt uitgebracht, stelt aan de adviseur, al dan niet op verzoek, de gegevens ter beschikking die nodig zijn voor een goede vervulling van diens taak.",01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:7&lid=1&z=2020-04-15&g=2020-04-15
47,Hoofdstuk3,Afdeling3.3,Artikel3:7,Lid2,,,is van overeenkomstige toepassing.Artikel 10 van de Wet openbaarheid van bestuur,01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:7&lid=2&z=2020-04-15&g=2020-04-15
48,Hoofdstuk3,Afdeling3.3,Artikel3:8,,,,In of bij het besluit wordt de adviseur vermeld die advies heeft uitgebracht.,01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:8&z=2020-04-15&g=2020-04-15
49,Hoofdstuk3,Afdeling3.3,Artikel3:9,,,,"Indien een besluit berust op een onderzoek naar feiten en gedragingen dat door een adviseur is verricht, dient het bestuursorgaan zich ervan te vergewissen dat dit onderzoek op zorgvuldige wijze heeft plaatsgevonden.",01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:9&z=2020-04-15&g=2020-04-15
50,Hoofdstuk3,Afdeling3.3,Artikel3:9a,,,,Deze afdeling is van overeenkomstige toepassing op voorstellen van wet.,26-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.3&artikel=3:9a&z=2020-04-15&g=2020-04-15
51,Hoofdstuk3,Afdeling3.4,Artikel3:10,Lid1,,,Deze afdeling is van toepassing op de voorbereiding van besluiten indien dat bij wettelijk voorschrift of bij besluit van het bestuursorgaan is bepaald.,01-01-2012,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:10&lid=1&z=2020-04-15&g=2020-04-15
52,Hoofdstuk3,Afdeling3.4,Artikel3:10,Lid2,,,"Tenzij bij wettelijk voorschrift of bij besluit van het bestuursorgaan anders is bepaald, is deze afdeling niet van toepassing op de voorbereiding van een besluit inhoudende de afwijzing van een aanvraag tot intrekking of wijziging van een besluit.",01-01-2012,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:10&lid=2&z=2020-04-15&g=2020-04-15
53,Hoofdstuk3,Afdeling3.4,Artikel3:10,Lid3,,,"is mede van toepassing op andere besluiten dan beschikkingen, indien deze op aanvraag worden genomen en voorbereid overeenkomstig deze afdeling.Afdeling 4.1.1",01-01-2012,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:10&lid=3&z=2020-04-15&g=2020-04-15
54,Hoofdstuk3,Afdeling3.4,Artikel3:10,Lid4,,,Indien deze afdeling van toepassing is op de voorbereiding van een besluit is . niet van toepassing.paragraaf 4.1.3.3,01-01-2012,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:10&lid=4&z=2020-04-15&g=2020-04-15
55,Hoofdstuk3,Afdeling3.4,Artikel3:11,Lid1,,,"Het bestuursorgaan legt het ontwerp van het te nemen besluit, met de daarop betrekking hebbende stukken die redelijkerwijs nodig zijn voor een beoordeling van het ontwerp, ter inzage.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:11&lid=1&z=2020-04-15&g=2020-04-15
56,Hoofdstuk3,Afdeling3.4,Artikel3:11,Lid2,,,"is van overeenkomstige toepassing. Indien op grond daarvan bepaalde stukken niet ter inzage worden gelegd, wordt daarvan mededeling gedaan.Artikel 10 van de Wet openbaarheid van bestuur",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:11&lid=2&z=2020-04-15&g=2020-04-15
57,Hoofdstuk3,Afdeling3.4,Artikel3:11,Lid3,,,Tegen vergoeding van ten hoogste de kosten verstrekt het bestuursorgaan afschrift van de ter inzage gelegde stukken.,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:11&lid=3&z=2020-04-15&g=2020-04-15
58,Hoofdstuk3,Afdeling3.4,Artikel3:11,Lid4,,,"De stukken liggen ter inzage gedurende de in , bedoelde termijn.artikel 3:16, eerste lid",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:11&lid=4&z=2020-04-15&g=2020-04-15
59,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid1,,,"Voorafgaand aan de terinzagelegging geeft het bestuursorgaan in een of meer dag-, nieuws-, of huis-aan-huisbladen of op een andere geschikte wijze kennis van het ontwerp. Volstaan kan worden met het vermelden van de zakelijke inhoud.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=1&z=2020-04-15&g=2020-04-15
60,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid2,,,"Indien het een besluit van een tot de centrale overheid behorend bestuursorgaan betreft, wordt de kennisgeving in ieder geval in de Staatscourant geplaatst, tenzij bij wettelijk voorschrift anders is bepaald.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=2&z=2020-04-15&g=2020-04-15
61,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid3,,,In de kennisgeving wordt vermeld:,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=3&z=2020-04-15&g=2020-04-15
62,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid3,Onderdeela,,waar en wanneer de stukken ter inzage zullen liggen;,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=3&o=a&z=2020-04-15&g=2020-04-15
63,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid3,Onderdeelb,,wie in de gelegenheid worden gesteld om zienswijzen naar voren te brengen;,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=3&o=b&z=2020-04-15&g=2020-04-15
64,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid3,Onderdeelc,,op welke wijze dit kan geschieden;,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=3&o=c&z=2020-04-15&g=2020-04-15
65,Hoofdstuk3,Afdeling3.4,Artikel3:12,Lid3,Onderdeeld,,"indien toepassing is gegeven aan : de termijn waarbinnen het besluit zal worden genomen.artikel 3:18, tweede lid",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:12&lid=3&o=d&z=2020-04-15&g=2020-04-15
66,Hoofdstuk3,Afdeling3.4,Artikel3:13,Lid1,,,"Indien het besluit tot een of meer belanghebbenden zal zijn gericht, zendt het bestuursorgaan voorafgaand aan de terinzagelegging het ontwerp toe aan hen, onder wie begrepen de aanvrager.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:13&lid=1&z=2020-04-15&g=2020-04-15
67,Hoofdstuk3,Afdeling3.4,Artikel3:13,Lid2,,,", is van overeenkomstige toepassing.Artikel 3:12, derde lid",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:13&lid=2&z=2020-04-15&g=2020-04-15
68,Hoofdstuk3,Afdeling3.4,Artikel3:14,Lid1,,,Het bestuursorgaan vult de ter inzage gelegde stukken aan met nieuwe relevante stukken en gegevens.,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:14&lid=1&z=2020-04-15&g=2020-04-15
69,Hoofdstuk3,Afdeling3.4,Artikel3:14,Lid2,,,", is van toepassing.Artikel 3:11, tweede tot en met vierde lid",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:14&lid=2&z=2020-04-15&g=2020-04-15
70,Hoofdstuk3,Afdeling3.4,Artikel3:15,Lid1,,,Belanghebbenden kunnen bij het bestuursorgaan naar keuze schriftelijk of mondeling hun zienswijze over het ontwerp naar voren brengen.,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=1&z=2020-04-15&g=2020-04-15
71,Hoofdstuk3,Afdeling3.4,Artikel3:15,Lid2,,,Bij wettelijk voorschrift of door het bestuursorgaan kan worden bepaald dat ook aan anderen de gelegenheid moet worden geboden hun zienswijze naar voren te brengen.,01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=2&z=2020-04-15&g=2020-04-15
72,Hoofdstuk3,Afdeling3.4,Artikel3:15,Lid3,,,"Indien het een besluit op aanvraag betreft, stelt het bestuursorgaan de aanvrager zo nodig in de gelegenheid te reageren op de naar voren gebrachte zienswijzen.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=3&z=2020-04-15&g=2020-04-15
73,Hoofdstuk3,Afdeling3.4,Artikel3:15,Lid4,,,"Indien het een besluit tot wijziging of intrekking van een besluit betreft, stelt het bestuursorgaan degene tot wie het te wijzigen of in te trekken besluit is gericht zo nodig in de gelegenheid te reageren op de naar voren gebrachte zienswijzen.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:15&lid=4&z=2020-04-15&g=2020-04-15
74,Hoofdstuk3,Afdeling3.4,Artikel3:16,Lid1,,,"De termijn voor het naar voren brengen van zienswijzen en het uitbrengen van adviezen als bedoeld in , bedraagt zes weken, tenzij bij wettelijk voorschrift een langere termijn is bepaald.afdeling 3.3",01-01-2013,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:16&lid=1&z=2020-04-15&g=2020-04-15
75,Hoofdstuk3,Afdeling3.4,Artikel3:16,Lid2,,,De termijn vangt aan met ingang van de dag waarop het ontwerp ter inzage is gelegd.,01-01-2013,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:16&lid=2&z=2020-04-15&g=2020-04-15
76,Hoofdstuk3,Afdeling3.4,Artikel3:16,Lid3,,,"Op schriftelijk naar voren gebrachte zienswijzen zijn de ,  en  van overeenkomstige toepassing.artikelen 6:9",01-01-2013,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:16&lid=3&z=2020-04-15&g=2020-04-15
77,Hoofdstuk3,Afdeling3.4,Artikel3:17,,,,"Van hetgeen overeenkomstig  mondeling naar voren is gebracht, wordt een verslag gemaakt.artikel 3:15",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:17&z=2020-04-15&g=2020-04-15
78,Hoofdstuk3,Afdeling3.4,Artikel3:18,Lid1,,,"Indien het een besluit op aanvraag betreft, neemt het bestuursorgaan het besluit zo spoedig mogelijk, doch uiterlijk zes maanden na ontvangst van de aanvraag.",01-07-2005,jci1.3:c:BWBR0005537&hoofdstuk=3&afdeling=3.4&artikel=3:18&lid=1&z=2020-04-15&g=2020-04-15
