,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
19,Hoofdstuk2,Artikel5,Onderdeelc,,,,voor de kalendermaanden waarover algemene bijstand wordt aangevraagd een opgave van het inkomen dat hij heeft verworven of verwacht te gaan verwerven.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=5&o=c&z=2020-04-22&g=2020-04-22
20,Hoofdstuk2,Artikel6,Lid1,,,,"In afwijking van  wordt niet als inkomen in aanmerking genomen:artikel 32, eerste lid, onderdeel a, van de wet",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=6&lid=1&z=2020-04-22&g=2020-04-22
21,Hoofdstuk2,Artikel6,Lid1,Onderdeela,,,het inkomen van de echtgenoot van de zelfstandige;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=6&lid=1&o=a&z=2020-04-22&g=2020-04-22
22,Hoofdstuk2,Artikel6,Lid1,Onderdeelb,,,een teruggave inkomstenbelasting en premies volksverzekeringen.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=6&lid=1&o=b&z=2020-04-22&g=2020-04-22
23,Hoofdstuk2,Artikel6,Lid2,,,,De verschuldigde inkomstenbelasting en premies volksverzekeringen over inkomen waarover geen loonbelasting is geheven wordt gesteld op 18 procent van dat inkomen.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=6&lid=2&z=2020-04-22&g=2020-04-22
24,Hoofdstuk2,Artikel6,Lid3,,,,Ten aanzien van de zelfstandige die het bedrijf of zelfstandig beroep uitoefent in de vorm van een besloten vennootschap of een coperatieve vereniging met wettelijke aansprakelijkheid wordt onder inkomen mede verstaan de naar evenredigheid van het aantal zelfstandigen omgerekende nettowinst van deze rechtspersoon verminderd met de hierover verschuldigde vennootschapsbelasting.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=6&lid=3&z=2020-04-22&g=2020-04-22
25,Hoofdstuk2,Artikel7,,,,,In afwijking van  wordt vermogen niet in aanmerking genomen.artikel 34 van de wet,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=7&z=2020-04-22&g=2020-04-22
26,Hoofdstuk2,Artikel8,,,,,Algemene bijstand wordt naar de regels van dit besluit verleend in de vorm van een bedrag om niet.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=8&z=2020-04-22&g=2020-04-22
27,Hoofdstuk2,Artikel9,,,,,De algemene bijstand wordt naar de regels van dit besluit verleend voor ten hoogste drie aaneengesloten kalendermaanden en ziet uitsluitend op de kalendermaanden maart tot en met augustus 2020.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=2&artikel=9&z=2020-04-22&g=2020-04-22
28,Hoofdstuk3,Artikel10,Lid1,,,,Bijstand ter voorziening in de behoefte aan bedrijfskapitaal kan worden verleend aan de zelfstandige die schriftelijk verklaart en aannemelijk maakt dat hij als gevolg van de crisis in verband met COVID-19 over onvoldoende direct beschikbare geldmiddelen beschikt om aan de financile verplichtingen verbonden aan diens bedrijf of zelfstandig beroep te kunnen voldoen.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=10&lid=1&z=2020-04-22&g=2020-04-22
29,Hoofdstuk3,Artikel10,Lid2,,,,"Bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt niet verleend voor zover dat leidt tot een overschrijding van het de-minimisplafond, bedoeld in artikel 3, tweede lid, van de algemene de-minimisverordening.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=10&lid=2&z=2020-04-22&g=2020-04-22
30,Hoofdstuk3,Artikel11,Lid1,,,,"Bijstand ter voorziening in de behoefte aan bedrijfskapitaal aan de zelfstandige die het bedrijf of zelfstandig beroep uitoefent in de vorm van een maatschap, een vennootschap onder firma, een commanditaire vennootschap, een besloten vennootschap of een coperatieve vereniging met wettelijke aansprakelijkheid, wordt slechts verleend indien hoofdelijke aansprakelijkheid voor de uit de bijstandsverlening voortvloeiende verplichtingen wordt aanvaard door:",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=11&lid=1&z=2020-04-22&g=2020-04-22
31,Hoofdstuk3,Artikel11,Lid1,Onderdeela,,,alle vennoten of leden waarmee het bedrijf of zelfstandig beroep wordt uitgeoefend;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=11&lid=1&o=a&z=2020-04-22&g=2020-04-22
32,Hoofdstuk3,Artikel11,Lid1,Onderdeelb,,,de besloten vennootschap en de coperatieve vereniging met wettelijke aansprakelijkheid.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=11&lid=1&o=b&z=2020-04-22&g=2020-04-22
33,Hoofdstuk3,Artikel11,Lid2,,,,De eis van aanvaarding van hoofdelijke aansprakelijkheid geldt niet voor de commanditaire vennoot wiens inbreng uitsluitend uit kapitaal bestaat.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=11&lid=2&z=2020-04-22&g=2020-04-22
34,Hoofdstuk3,Artikel11,Lid3,,,,Bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt niet verleend aan de vennoot in een maatschap die daar alleen arbeid inbrengt. Deze vennoot behoeft geen hoofdelijke aansprakelijkheid te aanvaarden voor de aan de andere vennoten verleende bijstand ter voorziening in de behoefte aan bedrijfskapitaal.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=11&lid=3&z=2020-04-22&g=2020-04-22
35,Hoofdstuk3,Artikel12,,,,,In de verklaring wordt door de aanvrager van bijstand ter voorziening in de behoefte aan bedrijfskapitaal het volgende verklaard en de volgende informatie verstrekt:,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=12&z=2020-04-22&g=2020-04-22
36,Hoofdstuk3,Artikel12,Onderdeela,,,,"dat diens bedrijf of zelfstandig beroep financieel is geraakt als gevolg van de crisis in verband met COVID-19, voorzien van een toelichting;",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=12&o=a&z=2020-04-22&g=2020-04-22
37,Hoofdstuk3,Artikel12,Onderdeelb,,,,"dat hij als gevolg van de crisis in verband met COVID-19 over onvoldoende direct beschikbare geldmiddelen beschikt om aan financile verplichtingen verbonden aan diens bedrijf of zelfstandig beroep te kunnen voldoen, voorzien van een toelichting; en",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=12&o=b&z=2020-04-22&g=2020-04-22
38,Hoofdstuk3,Artikel12,Onderdeelc,,,,"dat de omvang van de aangevraagde bijstand niet zal leiden tot een overschrijding van het de-minimisplafond, bedoeld in artikel 3, tweede lid, van de algemene de- minimisverordening.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=12&o=c&z=2020-04-22&g=2020-04-22
39,Hoofdstuk3,Artikel13,Lid1,,,,Bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt naar de regels van dit besluit verleend in de vorm van een rentedragende lening.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=13&lid=1&z=2020-04-22&g=2020-04-22
40,Hoofdstuk3,Artikel13,Lid2,,,,Een voorschot als bedoeld in  kan geen betrekking hebben op bijstand ter voorziening in de behoefte aan bedrijfskapitaal.artikel 52 van de wet,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=13&lid=2&z=2020-04-22&g=2020-04-22
41,Hoofdstuk3,Artikel14,,,,,Bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt verleend met inachtneming van het volgende:,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=14&z=2020-04-22&g=2020-04-22
42,Hoofdstuk3,Artikel14,Onderdeela,,,,de rente van de lening bedraagt 2 procent per jaar gedurende de gehele looptijd van de lening;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=14&o=a&z=2020-04-22&g=2020-04-22
43,Hoofdstuk3,Artikel14,Onderdeelb,,,,de looptijd van de lening is ten hoogste drie jaar.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=14&o=b&z=2020-04-22&g=2020-04-22
44,Hoofdstuk3,Artikel15,Lid1,,,,"De bijstand ter voorziening in de behoefte aan bedrijfskapitaal bedraagt ten hoogste  10.157,00. Dit bedrag geldt per bedrijf of zelfstandig beroep.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=15&lid=1&z=2020-04-22&g=2020-04-22
45,Hoofdstuk3,Artikel15,Lid2,,,,"Als de bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt gevraagd door gehuwden die beide zelfstandige zijn, kan per echtgenoot voor diens bedrijf of zelfstandig beroep een lening worden verleend van ten hoogste  10.157,00.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=15&lid=2&z=2020-04-22&g=2020-04-22
46,Hoofdstuk3,Artikel16,Lid1,,,,Onverminderd  legt het college in de beschikking waarmee de bijstand ter voorziening in de behoefte aan bedrijfskapitaal wordt toegekend in ieder geval vast:artikel 4:86 van de Algemene wet bestuursrecht,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&z=2020-04-22&g=2020-04-22
47,Hoofdstuk3,Artikel16,Lid1,Onderdeela,,,de verplichting tot betaling van rente en aflossing alsmede de betalingstermijnen;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&o=a&z=2020-04-22&g=2020-04-22
48,Hoofdstuk3,Artikel16,Lid1,Onderdeelb,,,dat het bedrag van de lening terstond kan worden opgeist:,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&o=b&z=2020-04-22&g=2020-04-22
49,Hoofdstuk3,Artikel16,Lid1,Onderdeelc,Onderdeel1,,indien de zelfstandige de betalingsverplichting niet nakomt;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&o=c&o=1&z=2020-04-22&g=2020-04-22
50,Hoofdstuk3,Artikel16,Lid1,Onderdeelc,Onderdeel2,,op het moment dat de zelfstandige het bedrijf of zelfstandig beroep overdraagt of beindigt;,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&o=c&o=2&z=2020-04-22&g=2020-04-22
51,Hoofdstuk3,Artikel16,Lid1,Onderdeelc,Onderdeel3,,"ingeval van surseance van betaling of faillissement van de zelfstandige, van n van de vennoten of leden waarmee het bedrijf of zelfstandig beroep in een samenwerkingsverband wordt uitgeoefend, of van de rechtspersoon.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=1&o=c&o=3&z=2020-04-22&g=2020-04-22
52,Hoofdstuk3,Artikel16,Lid2,,,,De verplichting tot betaling van rente en aflossing vangt aan op 1januari 2021.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=2&z=2020-04-22&g=2020-04-22
53,Hoofdstuk3,Artikel16,Lid3,,,,Het college kan aan het verlenen van de bijstand ter voorziening in de behoefte aan bedrijfskapitaal verplichtingen verbinden die zijn gericht op het verkrijgen van meerdere zekerheid voor de nakoming van de aan deze bijstand verbonden rente- en aflossingsverplichtingen.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=3&artikel=16&lid=3&z=2020-04-22&g=2020-04-22
54,Hoofdstuk4,Artikel17,,,,,Bij ministerile regeling kunnen personen worden aangewezen aan wie mede algemene bijstand of bijstand ter voorziening in de behoefte aan bedrijfskapitaal op grond van dit besluit kan worden verleend. Daarbij kan worden afgeweken van het begrip zelfstandige en kunnen van dit besluit afwijkende regels worden gesteld als dat nodig is voor een goede uitvoering.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=4&artikel=17&z=2020-04-22&g=2020-04-22
55,Hoofdstuk4,Artikel18,Lid1,,,,"Bij ministerile regeling kan het aanvraagtijdvak, bedoeld in , alsmede de duur en periode, bedoeld in , worden verlengd met ten hoogste drie maanden voor zover dat nodig is in verband met de gevolgen van de crisis in verband met COVID-19.artikel 3, tweede lid",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=4&artikel=18&lid=1&z=2020-04-22&g=2020-04-22
56,Hoofdstuk4,Artikel18,Lid2,,,,"In de ministerile regeling, bedoeld in het eerste lid, kunnen regels worden gesteld met betrekking tot het recht op bijstand waarbij kan worden afgeweken van dit besluit.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=4&artikel=18&lid=2&z=2020-04-22&g=2020-04-22
57,Hoofdstuk5,Artikel19,Lid1,,,,Onze Minister vergoedt ten laste van s Rijks kas aan het college:,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=19&lid=1&z=2020-04-22&g=2020-04-22
58,Hoofdstuk5,Artikel19,Lid1,Onderdeela,,,"100% van de kosten van algemene bijstand en bijstand ter voorziening in de behoefte aan bedrijfskapitaal, voor zover de algemene bijstand niet bij wijze van voorschot op grond van  is verleend; enartikel 52 van de wet",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=19&lid=1&o=a&z=2020-04-22&g=2020-04-22
59,Hoofdstuk5,Artikel19,Lid1,Onderdeelb,,,een bij ministerile regeling te bepalen bedrag per besluit op een aanvraag om algemene bijstand en bijstand ter voorziening in de behoefte aan bedrijfskapitaal.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=19&lid=1&o=b&z=2020-04-22&g=2020-04-22
60,Hoofdstuk5,Artikel19,Lid2,,,,"Onder kosten als bedoeld in het eerste lid, onderdeel a, wordt verstaan de lasten in een kalenderjaar verminderd met de baten in dat jaar in verband met de door het college verleende algemene bijstand en bijstand ter voorziening in de behoefte aan bedrijfskapitaal.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=19&lid=2&z=2020-04-22&g=2020-04-22
61,Hoofdstuk5,Artikel20,Lid1,,,,"Onze Minister verleent voorschotten op de vergoeding, bedoeld in .artikel 19",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=20&lid=1&z=2020-04-22&g=2020-04-22
62,Hoofdstuk5,Artikel20,Lid2,,,,"De voorschotten worden afgestemd op de landelijk te verwachte kosten, waarbij deze worden verdeeld over gemeenten op basis van het aantal zelfstandigen per gemeente.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=20&lid=2&z=2020-04-22&g=2020-04-22
63,Hoofdstuk5,Artikel21,Lid1,,,,"Onze Minister stelt de vergoeding, bedoeld in , vast binnen een jaar na ontvangst door Onze Minister van Binnenlandse Zaken en Koninkrijksrelaties van de verantwoordingsinformatie, bedoeld in .artikel 19artikel 17a, eerste lid, van de Financile-verhoudingswet",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=21&lid=1&z=2020-04-22&g=2020-04-22
64,Hoofdstuk5,Artikel21,Lid2,,,,"De kosten van algemene bijstand en bijstand ter voorziening in de behoefte aan bedrijfskapitaal worden bij de vaststelling buiten aanmerking gelaten indien deze kosten blijkens het verslag van bevindingen, bedoeld in , dat deel uit maakt van de informatie, bedoeld in , als fout of onzeker worden aangemerkt.artikel 213, vierde lid, van de Gemeentewet",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=21&lid=2&z=2020-04-22&g=2020-04-22
65,Hoofdstuk5,Artikel21,Lid3,,,,"Indien de toepassing van het tweede lid naar het oordeel van Onze Minister leidt tot een onbillijkheid van overwegende aard kan hij de kosten die als fout of onzeker worden aangemerkt, in afwijking van het tweede lid, geheel of gedeeltelijk in aanmerking nemen bij de vaststelling.",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=21&lid=3&z=2020-04-22&g=2020-04-22
66,Hoofdstuk5,Artikel21,Lid4,,,,"Indien de verantwoordingsinformatie, bedoeld in het eerste lid, niet binnen achttien maanden na het kalenderjaar waarop het betrekking heeft is ontvangen door Onze Minister van Binnenlandse Zaken en Koninkrijksrelaties wordt de vergoeding, bedoeld in , ambtshalve door Onze Minister vastgesteld.artikel 19",22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=5&artikel=21&lid=4&z=2020-04-22&g=2020-04-22
67,Hoofdstuk6,Artikel22,Lid1,,,,Dit besluit treedt in werking met ingang van de dag na de datum van uitgifte van het Staatsblad waarin het wordt geplaatst en werkt terug tot en met 1maart 2020.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=6&artikel=22&lid=1&z=2020-04-22&g=2020-04-22
68,Hoofdstuk6,Artikel22,Lid2,,,,Dit besluit vervalt op 1juli 2025 met dien verstande dat het besluit zoals dat luidde op 30juni 2025 van toepassing blijft op de zelfstandige die op grond van dit besluit bijstand ontvangt of heeft ontvangen en op de financile afwikkeling van het besluit.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=6&artikel=22&lid=2&z=2020-04-22&g=2020-04-22
69,Hoofdstuk6,Artikel23,,,,,Dit besluit wordt aangehaald als: Tijdelijke overbruggingsregeling zelfstandig ondernemers.,22-04-2020,jci1.3:c:BWBR0043402&hoofdstuk=6&artikel=23&z=2020-04-22&g=2020-04-22
