,artikelnr:,text:,jci1.0:,jci1.3:,versie:
10,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.11," $ Lid1 :  $  Ter zake van de afdoening van een aanvraag om de erkenning als referent is de aanvrager een bedrag van 3.927 verschuldigd.  $ Lid2 :  $  In afwijking van het eerste lid is de aanvrager ter zake van de afdoening van een aanvraag om de erkenning als referent een bedrag van 1.963 verschuldigd, indien:  $ Onderdeela :  $  de aanvraag verband houdt met uitwisseling;  $ Onderdeelb :  $  de aanvraag verband houdt met arbeid en de aanvrager een onderneming met ten hoogste 50 medewerkers of een onderneming van een concern met ten hoogste 50 medewerkers betreft, of  $ Onderdeelc :  $  het een aanvraag om erkenning met toepassing van , betreft.artikel 1.13, tweede lid, onderdeel b tot en met d het een aanvraag om erkenning met toepassing van , betreft.",1.0:c:BWBR0012002&artikel=1.11&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.11&z=2019-10-01&g=2019-10-01,01-01-2019
11,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.12,"De aanvrager om erkenning als referent die niet op grond van de  inschrijvingsplichtig is en niet is ingeschreven in het handelsregister, bedoeld in , verstrekt bij de aanvraag de naam, de voornamen, de geboortedatum, de geboorteplaats, de nationaliteit, het burgerservicenummer en de functie van iedere bestuurder van de onderneming of rechtspersoon.Handelsregisterwet 2007",1.0:c:BWBR0012002&artikel=1.12&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.12&z=2019-10-01&g=2019-10-01,01-06-2013
12,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.13," $ Lid1 :  $  De aanvrager om erkenning als referent legt bij de aanvraag een verklaring van betalingsgedrag als bedoeld in  over, die op de datum van de aanvraag niet ouder is dan drie maanden.artikel 1.1.12 van de Leidraad Invordering 2008  $ Lid2 :  $  In afwijking van het eerste lid verstrekt de aanvrager een ondernemingsplan indien de onderneming nog geen anderhalf jaar bestaat of nog geen anderhalf jaar bedrijfsactiviteiten heeft verricht, tenzij:  $ Onderdeela :  $  de aanvrager een onderneming of rechtspersoon betreft die het volledige eigendom met volledige zeggenschap is van een onderneming of rechtspersoon die indien deze onderneming of rechtspersoon zelf de aanvraag indient niet verplicht is een ondernemingsplan ingevolge dit artikel over te leggen, in welk geval de aanvrager een verklaring van betalingsgedrag als bedoeld in  van de onderneming of rechtspersoon waarvan het volledig eigendom is over legt;artikel 1.1.12 van de Leidraad Invordering  $ Onderdeelb :  $  de aanvrager een onderneming of rechtspersoon betreft die voortkomt uit een fusie tussen twee ondernemingen of rechtspersonen die beide direct voorafgaand aan de aanvraag om erkenning zijn erkend als referent;  $ Onderdeelc :  $  de aanvrager een onderneming of rechtspersoon betreft die volledig is overgenomen door een onderneming of rechtspersoon die direct voorafgaand aan de aanvraag om erkenning zelf als referent is erkend;  $ Onderdeeld :  $  sprake is van een aanvraag om erkenning als referent vanwege een wijziging in de rechtsvorm van de onderneming of rechtspersoon van een erkend referent en uit de notarile akte blijkt dat:  $ Onderdeel1 :  $  de aard van de ondernemingsactiviteiten niet is uitgebreid, en  $ Onderdeel2 :  $  de zeggenschap in de nieuwe onderneming of rechtspersoon gelijk blijft; of  $ Onderdeele :  $  de aanvrager een uitwisselingsorganisatie in het kader van uitwisseling van au pairs die is gevestigd in een andere lidstaat van de Europese Unie of Europese Economische Ruimte betreft.  $ Lid3 :  $  Indien de aanvrager een vestiging van een onderneming betreft die onderdeel uitmaakt van een buitenlandse onderneming, kan de aanvrager, in afwijking van het eerste en tweede lid, de continuteit en solvabiliteit aantonen door een verklaring van bekendheid van de Netherlands Foreign Investment Agency van het Ministerie van Economische Zaken over te leggen.  $ Lid4 :  $  Indien er naar het oordeel van de Minister of de Minister van Economische Zaken twijfel bestaat of de continuteit en solvabiliteit voldoende zijn gewaarborgd verstrekt de aanvrager, in afwijking van het eerste, tweede en derde lid:  $ Onderdeela :  $  in het geval de aanvrager een onderneming betreft die nog geen anderhalf jaar bestaat of nog geen anderhalf jaar bedrijfsactiviteiten heeft verricht een ondernemingsplan;  $ Onderdeelb :  $  in het geval de aanvrager een onderneming betreft die langer dan anderhalf jaar maar korter dan drie jaar bestaat of langer dan anderhalf jaar maar korter dan drie jaar bedrijfsactiviteiten heeft verricht een ondernemingsplan en de beschikbare, door een onafhankelijke partij geverifieerde jaarrekeningen en geverifieerde exploitatieprognoses en liquiditeitsprognoses voor de komende twee jaar inclusief toelichting op de uitgangspunten;  $ Onderdeelc :  $  in het geval de aanvrager een onderneming betreft die langer dan drie jaar bestaat of langer dan drie jaar bedrijfsactiviteiten heeft verricht, door een onafhankelijke partij geverifieerde jaarrekeningen van de afgelopen drie jaren en geverifieerde exploitatieprognoses en liquiditeitsprognoses voor de komende twee jaar inclusief toelichting op de uitgangspunten.  $ Lid5 :  $  Voor de beoordeling of de continuteit en solvabiliteit van de onderneming voldoende zijn gewaarborgd, worden de bewijsmiddelen, bedoeld in het tweede en vierde lid, ter advisering voorgelegd aan de Rijksdienst voor Ondernemend Nederland.  $ Lid6 :  $  Indien de aanvrager om erkenning als referent in het kader van uitwisseling van au pairs een uitwisselingsorganisatie betreft die is gevestigd in een andere lidstaat van de Europese Unie of Europese Economische Ruimte, is een verklaring die vergelijkbaar is met de verklaring, bedoeld in het eerste lid, vereist, voor zover die in de betreffende lidstaat verkrijgbaar is. Indien een vergelijkbare verklaring niet verkrijgbaar is, toont de aanvrager op andere wijze de continuteit en solvabiliteit aan.",1.0:c:BWBR0012002&artikel=1.13&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.13&z=2019-10-01&g=2019-10-01,01-04-2019
13,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.14,"Een onderneming die zich bezig houdt met arbeidsbemiddeling of het ter beschikking stellen van arbeidskrachten, bedoeld in  wordt alleen erkend als referent indien de onderneming is opgenomen in het register van de Stichting normering arbeid.artikel 1, aanhef en onder b en c, van de Wet allocatie arbeidskrachten door intermediairs",1.0:c:BWBR0012002&artikel=1.14&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.14&z=2019-10-01&g=2019-10-01,01-04-2016
14,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.15,"De aanvrager om erkenning als referent legt desgevraagd een verklaring omtrent het gedrag, afgegeven volgens de  over.Wet justitile en strafvorderlijke gegevens",1.0:c:BWBR0012002&artikel=1.15&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.15&z=2019-10-01&g=2019-10-01,01-06-2013
15,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.15a,"De erkenning als referent kan worden ingetrokken indien:  $ Onderdeela :  $  er in de afgelopen drie jaar ten behoeve van een vreemdeling geen machtiging tot voorlopig verblijf of een verblijfsvergunning als bedoeld in  is verleend, enartikel 14 van de Vreemdelingenwet 2000  $ Onderdeelb :  $  er geen vreemdeling is waarvoor de referent als erkend referent optreedt.",1.0:c:BWBR0012002&artikel=1.15a&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.15a&z=2019-10-01&g=2019-10-01,01-04-2016
16,/Hoofdstuk1/Afdeling2/Paragraaf2/Artikel1.16," $ Lid1 :  $  Als administraties, bedoeld in , en , zijn aangewezen de administraties vermeld in kolom A van  bij deze regeling.bijlage 20 Als administraties, bedoeld in , en , zijn aangewezen de administraties vermeld in kolom A van  bij deze regeling.artikel 2d, eerste lid  $ Lid2 :  $  Als gegevens en bescheiden, bedoeld in , en , zijn aangewezen de gegevens en bescheiden vermeld in kolom B van  bij deze regeling.bijlage 20 Als gegevens en bescheiden, bedoeld in , en , zijn aangewezen de gegevens en bescheiden vermeld in kolom B van  bij deze regeling.artikel 2d, derde lid",1.0:c:BWBR0012002&artikel=1.16&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1&afdeling=2&paragraaf=2&artikel=1.16&z=2019-10-01&g=2019-10-01,01-06-2013
17,/Hoofdstuk1a/Artikel1.17," $ Lid1 :  $  Ter zake van de afdoening van een aanvraag tot het verlenen of wijzigen van een terugkeervisum is de vreemdeling een bedrag van 153 verschuldigd.  $ Lid2 :  $  In afwijking van het eerste lid is de vreemdeling die valt onder , geen leges verschuldigd.artikel 1, eerste lid, van de Wet betreffende de positie van Molukkers  $ Lid3 :  $  In afwijking van het eerste lid is de vreemdeling die valt onder artikel 41, eerste lid, van het op 23november 1970 te Brussel tot stand gekomen Aanvullend Protocol bij de op 12september 2963 te Ankara gesloten Overeenkomst waarbij een associatie tot stand wordt gebracht tussen de Europese Economische Gemeenschap en Turkije (Trb.1971,70) of artikel 6, 7 of 13 van het Besluit 1/80 van de Associatieraad EEG-Turkije betreffende de ontwikkeling van de Associatie, een bedrag van 45 verschuldigd.",1.0:c:BWBR0012002&artikel=1.17&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=1a&artikel=1.17&z=2019-10-01&g=2019-10-01,01-01-2019
18,/Hoofdstuk2/Artikel2.1," $ Lid1 :  $  Als luchthavens, bedoeld in , zijn aangewezen:artikel 2.2, eerste lid, van het Besluit  $ Onderdeela :  $  de luchthavens die zijn opgenomen in  bij deze regeling, enbijlage 1 de luchthavens die zijn opgenomen in  bij deze regeling, en  $ Onderdeelb :  $  de luchthavens, vanaf welke vluchten vertrekken voor het vervoer van personen in het ongeregeld vervoer, als bedoeld in het  van de Minister van Infrastructuur en Milieu, met uitzondering van de vluchten die door onze Minister door tussenkomst van de Minister van Infrastructuur en Milieu van de verplichting tot het maken van een afbeelding zijn ontheven.Besluit Vracht- en overige vluchten  $ Lid2 :  $  De Minister kan bepalen dat de verplichtingen ingevolge  voor n of meer vervoerders vanaf n of meer van de in het eerste lid, onder a, genoemde luchthavens tijdelijk worden opgeschort.artikel 2.2 van het Besluit  $ Lid3 :  $  De Minister kan bepalen dat de verplichtingen ingevolge  van toepassing zijn op n of meer vervoerders door wiens tussenkomst de aanvoer van niet- of onvoldoende gedocumenteerde vreemdelingen op korte termijn vanaf een bepaalde, niet in het eerste lid, onder a, genoemde luchthaven aanzienlijk is toegenomen.artikel 2.2 van het Besluit",1.0:c:BWBR0012002&artikel=2.1&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.1&z=2019-10-01&g=2019-10-01,01-01-2013
19,/Hoofdstuk2/Artikel2.1a," $ Lid1 :  $  De vervoerder, bedoeld in , verzamelt de passagiersgegevens, bedoeld in artikel 2.2a, derde lid, van het Besluit, ten aanzien van alle passagiers die hij naar een luchthaven in Nederland vervoert vanaf een luchthaven die niet in de Europese Unie of een land dat betrokken is bij de uitvoering, de toepassing en de ontwikkeling van het Schengenacquis gelegen is.artikel 2.2a, eerste lid, van het Besluit  $ Lid2 :  $  De vervoerder zendt de krachtens het eerste lid verzamelde passagiersgegevens elektronisch, voor het einde van de instapcontroles aan de ambtenaar belast met de grensbewaking aan het door die ambtenaar aangegeven adres.  $ Lid3 :  $  De ingevolge het tweede lid te zenden gegevens worden verzonden in een bericht met de structuur die is gebaseerd op de vanwege de Economische Commissie voor Europa van de Verenigde Naties vastgestelde indeling voor elektronische gegevensuitwisseling voor overheid, handel en vervoer, gepubliceerd onder de titel: Electronic Data Interchange For Administration, Commerce and Transport (EDIFACT) Passenger List Message (PAXLST).",1.0:c:BWBR0012002&artikel=2.1a&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.1a&z=2019-10-01&g=2019-10-01,01-07-2016
20,/Hoofdstuk2/Artikel2.2,"Als de staten, bedoeld in , zijn aangewezen de staten, vermeld in  bij deze regeling.bijlage 2",1.0:c:BWBR0012002&artikel=2.2&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.2&z=2019-10-01&g=2019-10-01,18-03-2007
21,/Hoofdstuk2/Artikel2.3,"Als de categorien vreemdelingen, bedoeld in  zijn aangewezen de vreemdelingen die behoren tot een van de categorien, opgenomen in  bij deze regeling, voor zover de vreemdeling:bijlage 3  $ Onderdeela :  $  voldoet aan de voor hem gestelde voorwaarden, en  $ Onderdeelb :  $  zich naar Nederland begeeft voor een tijdsduur of doel als aangegeven bij die categorie.",1.0:c:BWBR0012002&artikel=2.3&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.3&z=2019-10-01&g=2019-10-01,12-06-2008
22,/Hoofdstuk2/Artikel2.4,"Als de vliegvelden in Nederland, bedoeld in , zijn aangewezen de vliegvelden, vermeld in  bij deze regeling.bijlage 4",1.0:c:BWBR0012002&artikel=2.4&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.4&z=2019-10-01&g=2019-10-01,01-04-2001
23,/Hoofdstuk2/Artikel2.5,,1.0:c:BWBR0012002&artikel=2.5&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.5&z=2019-10-01&g=2019-10-01,01-08-2007
24,/Hoofdstuk2/Artikel2.6," $ Lid1 :  $  De aantekening, bedoeld in , luidt: 'Toegang tot het Beneluxgebied verleend van (datum) tot (datum),  (inreisstempel en handtekening van ambtenaar die toegang verleent)'.artikel 2.4, vijfde lid, van het Besluit  $ Lid2 :  $  Het model van de afzonderlijke verklaring, waaruit het verlenen van toegang op grond van  blijkt, is opgenomen in  bij deze regeling.bijlage 5 Het model van de afzonderlijke verklaring, waaruit het verlenen van toegang op grond van  blijkt, is opgenomen in  bij deze regeling.artikel 2.4, tweede lid, van het Besluit",1.0:c:BWBR0012002&artikel=2.6&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.6&z=2019-10-01&g=2019-10-01,12-06-2008
25,/Hoofdstuk2/Artikel2.7,,1.0:c:BWBR0012002&artikel=2.7&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.7&z=2019-10-01&g=2019-10-01,01-08-2007
26,/Hoofdstuk2/Artikel2.8,,1.0:c:BWBR0012002&artikel=2.8&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.8&z=2019-10-01&g=2019-10-01,01-08-2007
27,/Hoofdstuk2/Artikel2.9,"Voor de ondertekening door een daartoe solvabele derde van de garantverklaring, bedoeld in , wordt bij het verlenen van toegang aan:artikel 2.11, derde lid, van het Besluit  $ Onderdeela :  $  een zeeman of meerdere zeelieden gebruik gemaakt van het model, dat als  onderscheidenlijk als  bij deze regeling is gevoegd;bijlage 6a een zeeman of meerdere zeelieden gebruik gemaakt van het model, dat als  onderscheidenlijk als  bij deze regeling is gevoegd;  $ Onderdeelb :  $  een andere vreemdeling gebruik gemaakt van het model, dat als  bij deze regeling is gevoegd.bijlage 6c een andere vreemdeling gebruik gemaakt van het model, dat als  bij deze regeling is gevoegd.",1.0:c:BWBR0012002&artikel=2.9&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.9&z=2019-10-01&g=2019-10-01,01-04-2001
28,/Hoofdstuk2/Artikel2.10," $ Lid1 :  $  De ambtenaren, bedoeld in , dan wel , zijn bevoegd een machtiging tot voorlopig verblijf dan wel terugkeervisum in te trekken dan wel te annuleren op de gronden en in de gevallen, bedoeld in .artikel 46, eerste lid, onder a en b  $ Lid2 :  $  De ambtenaren belast met de grensbewaking zijn bevoegd de vreemdeling aan wie de toegang is geweigerd, de maatregel, bedoeld in , op te leggen dan wel deze in overeenstemming met  voort te zetten.artikel 6, eerste lid, van de Wet  $ Lid3 :  $  De bevoegde ambtenaren van de Immigratie- en Naturalisatiedienst kunnen besluiten de maatregel, bedoeld in artikel 6, eerste en tweede lid, voort te zetten in overeenstemming met .artikel 6a van de Wet  $ Lid4 :  $  De oplegging of opheffing van de maatregel, bedoeld in , met toepassing van artikel 6, zesde lid, van de Wet vindt plaats door de bevoegde ambtenaren van de Immigratie- en Naturalisatiedienst.artikel 6, eerste en tweede lid, van de Wet",1.0:c:BWBR0012002&artikel=2.10&g=2019-10-01,jci1.3:c:BWBR0012002&hoofdstuk=2&artikel=2.10&z=2019-10-01&g=2019-10-01,20-07-2015
