,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
27,Artikel2,Lid3,Onderdeelb,,,,activiteiten die als gevolg van de overheidsmaatregelen ter bestrijding van de verdere verspreiding van COVID-19 verboden zijn of ontraden worden.,22-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=3&o=b&z=2020-04-22&g=2020-04-22
28,Artikel2,Lid4,,,,,"In aanvulling op het eerste lid, komt een gedupeerde zorgonderneming alleen in aanmerking voor een tegemoetkoming indien de gedupeerde zorgonderneming verwacht, ook na aftrek van de tegemoetkoming van zorginkopers ter compensatie van het omzetverlies als gevolg van de maatregelen ter bestrijding van COVID-19, het omzetverlies, bedoeld in het eerste lid, onderdeel a, te lijden en de vaste lasten, bedoeld in het eerste lid, onderdeel b, te hebben.",22-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=4&z=2020-04-22&g=2020-04-22
29,Artikel2,Lid5,,,,,De tegemoetkoming bedraagt 4000 per gedupeerde onderneming.,22-04-2020,jci1.3:c:BWBR0043324&artikel=2&lid=5&z=2020-04-22&g=2020-04-22
30,Artikel3,,,,,,De minister beslist afwijzend op een aanvraag indien:,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&z=2020-04-22&g=2020-04-22
31,Artikel3,Onderdeela,,,,,de aanvraag niet voldoet aan de bij deze beleidsregel gestelde eisen;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=a&z=2020-04-22&g=2020-04-22
32,Artikel3,Onderdeelb,,,,,de gedupeerde onderneming in staat van faillissement verkeert dan wel bij de rechtbank een verzoek tot verlening van surseance van betaling aan de onderneming is ingediend;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=b&z=2020-04-22&g=2020-04-22
33,Artikel3,Onderdeelc,,,,,de tegemoetkoming niet verstrekt kan worden op grond van de algemene de-minimisverordening.,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=c&z=2020-04-22&g=2020-04-22
34,Artikel4,Lid1,,,,,Een aanvraag wordt ingediend met gebruikmaking van een door de minister beschikbaar gesteld middel.,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=1&z=2020-04-22&g=2020-04-22
35,Artikel4,Lid2,,,,,Een aanvraag omvat in ieder geval:,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&z=2020-04-22&g=2020-04-22
36,Artikel4,Lid2,Onderdeela,,,,"gegevens over de gedupeerde onderneming, waaronder het nummer waarmee de gedupeerde onderneming geregistreerd is bij de Kamer van Koophandel, het post- en bezoekadres en het rekeningnummer dat op naam van de gedupeerde onderneming staat of, in geval de gedupeerde onderneming een eenmanszaak betreft en deze geen zakelijke rekening heeft, het rekeningnummer van de eigenaar van de eenmanszaak;",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=a&z=2020-04-22&g=2020-04-22
37,Artikel4,Lid2,Onderdeelb,,,,"gegevens over de contactpersoon bij de gedupeerde onderneming, waaronder de naam, het telefoonnummer en het e-mailadres;",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=b&z=2020-04-22&g=2020-04-22
38,Artikel4,Lid2,Onderdeelc,,,,een verklaring dat de gedupeerde onderneming geen overheidsbedrijf is;,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=c&z=2020-04-22&g=2020-04-22
39,Artikel4,Lid2,Onderdeeld,,,,een verklaring de-minimissteun;,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=d&z=2020-04-22&g=2020-04-22
40,Artikel4,Lid2,Onderdeele,,,,een verklaring dat de gedupeerde onderneming op het moment van aanvraag voldoet aan de bij deze beleidsregel gestelde eisen;,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=e&z=2020-04-22&g=2020-04-22
41,Artikel4,Lid2,Onderdeelf,,,,"een verklaring waarin de gedupeerde onderneming aangeeft dat de onderneming in de periode van 16maart 2020 tot en met 15juni 2020 een omzetverlies verwacht te lijden van ten minste 4000,;",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=f&z=2020-04-22&g=2020-04-22
42,Artikel4,Lid2,Onderdeelg,,,,"een verklaring waarin de gedupeerde onderneming aangeeft dat de onderneming in de periode van 16maart 2020 tot en met 15juni 2020 verwacht ten minste 4000, aan vaste lasten te hebben, ook na gebruik van andere door de overheid beschikbaar gestelde steunmaatregelen in het kader van de bestrijding van de verdere verspreiding van COVID-19;",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=g&z=2020-04-22&g=2020-04-22
43,Artikel4,Lid2,Onderdeelh,,,,"indien van toepassing: een verklaring dat de gedupeerde onderneming een vestiging heeft die fysiek afgescheiden is van de privwoning van de eigenaar of eigenaren van de onderneming en voorzien is van een eigen opgang of toegang, en een bewijsstuk ter onderbouwing van deze verklaring zoals:",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=h&z=2020-04-22&g=2020-04-22
44,Artikel4,Lid2,Onderdeelh,Onderdeel1,,,een kopie van een zakelijke huur- of koopovereenkomst van de vestiging; of,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=h&o=1&z=2020-04-22&g=2020-04-22
45,Artikel4,Lid2,Onderdeelh,Onderdeel2,,,"een kopie van de belastingaangifte van het jaar 2019 of 2020 waaruit blijkt dat er sprake is van een werkruimte waarvan de vaste lasten en kosten fiscaal aftrekbaar zijn als bedoeld in ;artikel 3.16, eerste lid, van de Wet inkomstenbelasting 2001",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=h&o=2&z=2020-04-22&g=2020-04-22
46,Artikel4,Lid2,Onderdeeli,,,,"voor zover het een gedupeerde agrarische recreatieonderneming betreft: een verklaring dat het te verwachten omzetverlies, bedoeld in , en de te verwachten vaste lasten, bedoeld in artikel 2, eerste lid, onderdeel b, betrekking hebben op zijn nevenactiviteit met de code 55.20.1, 55.20.2, 55.30 of 93.29.9 van de Standaard Bedrijfsindeling;artikel 2, eerste lid, onderdeel a",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=i&z=2020-04-22&g=2020-04-22
47,Artikel4,Lid2,Onderdeelj,,,,"voor zover het een gedupeerde onderneming in de toeleveringsketen betreft: een verklaring dat de onderneming het omzetverlies, bedoeld in , verwacht te lijden doordat de onderneming voor minimaal zeventig procent van zijn omzet afhankelijk is van:artikel 2, eerste lid, onderdeel a",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=j&z=2020-04-22&g=2020-04-22
48,Artikel4,Lid2,Onderdeelj,Onderdeel1,,,direct gedupeerde ondernemingen; of,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=j&o=1&z=2020-04-22&g=2020-04-22
49,Artikel4,Lid2,Onderdeelj,Onderdeel2,,,activiteiten die als gevolg van de overheidsmaatregelen ter bestrijding van de verdere verspreiding van COVID-19 verboden zijn of ontraden worden; en,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=j&o=2&z=2020-04-22&g=2020-04-22
50,Artikel4,Lid2,Onderdeelk,,,,"voor zover het een gedupeerde zorgonderneming betreft: een verklaring dat de onderneming verwacht, ook na aftrek van de tegemoetkoming van zorginkopers ter compensatie van het omzetverlies als gevolg van de maatregelen ter bestrijding van COVID-19, het omzetverlies, bedoeld in , te lijden en de vaste lasten, bedoeld in artikel 2, eerste lid, onderdeel b, te hebben.artikel 2, eerste lid, onderdeel a",22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=k&z=2020-04-22&g=2020-04-22
51,Artikel4,Lid3,,,,,Een aanvraag kan worden ingediend in de periode van 27maart 2020 tot en met 26juni 2020.,22-04-2020,jci1.3:c:BWBR0043324&artikel=4&lid=3&z=2020-04-22&g=2020-04-22
52,Artikel5,,,,,,"De minister beslist binnen drie weken na ontvangst van een aanvraag. Indien niet binnen deze termijn kan worden beslist, stelt de minister de aanvrager daarvan in kennis en noemt daarbij een redelijke termijn waarbinnen de beslissing wel kan worden genomen.",31-03-2020,jci1.3:c:BWBR0043324&artikel=5&z=2020-04-22&g=2020-04-22
53,Artikel6,Lid1,,,,,"De minister kan de hoogte van de tegemoetkoming binnen vijf jaar na de verstrekking herzien dan wel de beschikking tot de tegemoetkoming intrekken, indien blijkt dat de tegemoetkoming, door onjuiste gegevensverstrekking door de gedupeerde onderneming, niet in overeenstemming met deze beleidsregel is verstrekt, of indien de gedupeerde onderneming de bewijsstukken, bedoeld in het tweede lid, niet overlegt.",22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=1&z=2020-04-22&g=2020-04-22
54,Artikel6,Lid2,,,,,"Indien van toepassing, overlegt de gedupeerde onderneming desgevraagd gedurende vijf jaar na de verstrekking van de tegemoetkoming de volgende bewijsstukken aan de minister:",22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=2&z=2020-04-22&g=2020-04-22
55,Artikel6,Lid2,Onderdeela,,,,aanvullende bewijsstukken waaruit blijkt dat de gedupeerde onderneming op het moment van de aanvraag van de tegemoetkoming een vestiging had die fysiek afgescheiden was van de privwoning van de eigenaar of eigenaren van de onderneming en voorzien was van een eigen opgang of toegang;,22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=2&o=a&z=2020-04-22&g=2020-04-22
56,Artikel6,Lid2,Onderdeelb,,,,"voor zover het een gedupeerde agrarische recreatieonderneming betreft: bewijsstukken waaruit blijkt waar de verklaring, bedoeld in , op gebaseerd is, zoals een kopie van de omzetgegevens uit de boekhouding of van de aangifte van de omzetbelasting over 2019 of 2020;artikel 4, tweede lid, onderdeel i",22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=2&o=b&z=2020-04-22&g=2020-04-22
57,Artikel6,Lid2,Onderdeelc,,,,"voor zover het een gedupeerde onderneming in de toeleveringsketen betreft: bewijsstukken waaruit blijkt waar de verklaring, bedoeld in , op gebaseerd is, zoals een kopie van de omzetgegevens uit de boekhouding of van de aangifte van de omzetbelasting over 2019 of 2020;artikel 4, tweede lid, onderdeel j",22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=2&o=c&z=2020-04-22&g=2020-04-22
58,Artikel6,Lid2,Onderdeeld,,,,"voor zover het een gedupeerde zorgonderneming betreft: bewijsstukken waaruit blijkt waar de verklaring, bedoeld in , op gebaseerd is, zoals een kopie van de omzetgegevens uit de boekhouding of van de aangifte van de omzetbelasting over 2019 of 2020 en een kopie van de stukken uit de boekhouding van 2020 waaruit blijkt wat de hoogte is van de tegemoetkomingen die de gedupeerde zorgonderneming heeft ontvangen van de zorginkopers ter compensatie van het omzetverlies als gevolg van de maatregelen ter bestrijding van COVID-19.artikel 4, tweede lid, onderdeel k",22-04-2020,jci1.3:c:BWBR0043324&artikel=6&lid=2&o=d&z=2020-04-22&g=2020-04-22
59,Artikel7,,,,,,"De tegemoetkoming, bedoeld in , bevat staatssteun en wordt gerechtvaardigd door de algemene de-minimisverordening.artikel 2",31-03-2020,jci1.3:c:BWBR0043324&artikel=7&z=2020-04-22&g=2020-04-22
60,Artikel8,Lid1,,,,,"Deze beleidsregel treedt in werking met ingang van de dag na de datum van uitgifte van de Staatscourant waarin zij wordt geplaatst, en werkt terug tot en met 27maart 2020.",31-03-2020,jci1.3:c:BWBR0043324&artikel=8&lid=1&z=2020-04-22&g=2020-04-22
61,Artikel8,Lid2,,,,,"Deze beleidsregel vervalt met ingang van 1januari 2021, met dien verstande dat de beleidsregel van toepassing blijft op aanvragen om tegemoetkoming die uiterlijk 26juni 2020 zijn ingediend, dan wel op tegemoetkomingen die voor 1januari 2021 zijn verstrekt.",31-03-2020,jci1.3:c:BWBR0043324&artikel=8&lid=2&z=2020-04-22&g=2020-04-22
62,Artikel9,,,,,,Deze beleidsregel wordt aangehaald als: Beleidsregel tegemoetkoming ondernemers getroffen sectoren COVID-19.,31-03-2020,jci1.3:c:BWBR0043324&artikel=9&z=2020-04-22&g=2020-04-22
