,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3
11,Hoofdstuk1,Artikel1.1,Onderdeel_12,,,,"de Staten-Generaal, de Raad van State, de Algemene Rekenkamer, de Nationale ombudsman, de Kanselarij der Nederlandse Orden, het Kabinet van de Koning, het Kabinet van de Gouverneur van Aruba, het Kabinet van de Gouverneur van Curaao, het Kabinet van de Gouverneur van Sint Maarten, de Kiesraad en de Commissie van toezicht betreffende de inlichtingen- en veiligheidsdiensten;college:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
12,Hoofdstuk1,Artikel1.1,Onderdeel_13,,,,een organisatieonderdeel van een ministerie of een college;dienstonderdeel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
13,Hoofdstuk1,Artikel1.1,Onderdeel_14,,,,"het sturen en beheersen van de financile aspecten van het beleid en de bedrijfsvoering, waaronder de zorg voor:financieel beheer:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
14,Hoofdstuk1,Artikel1.1,Onderdeel_14,Onderdeela,,,het aangaan van financile verplichtingen;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&o=a&z=2020-01-01&g=2020-01-01
15,Hoofdstuk1,Artikel1.1,Onderdeel_14,Onderdeelb,,,het heffen van belastingen en het opleggen van andere heffingen;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&o=b&z=2020-01-01&g=2020-01-01
16,Hoofdstuk1,Artikel1.1,Onderdeel_14,Onderdeelc,,,het in rekening brengen van kosten;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&o=c&z=2020-01-01&g=2020-01-01
17,Hoofdstuk1,Artikel1.1,Onderdeel_14,Onderdeeld,,,het beheer van de financile bezittingen en schulden;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&o=d&z=2020-01-01&g=2020-01-01
18,Hoofdstuk1,Artikel1.1,Onderdeel_14,Onderdeele,,,het kasbeheer;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&o=e&z=2020-01-01&g=2020-01-01
19,Hoofdstuk1,Artikel1.1,Onderdeel_15,,,,de in een begroting opgenomen informatie over de financile aspecten van het voorgenomen beleid en de voorgenomen bedrijfsvoering;financile begrotingsinformatie:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
20,Hoofdstuk1,Artikel1.1,Onderdeel_16,,,,de in een jaarverslag opgenomen informatie over de financile aspecten van het gevoerde beleid en de gevoerde bedrijfsvoering;financile verantwoordingsinformatie:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
21,Hoofdstuk1,Artikel1.1,Onderdeel_17,,,,de voorwaardelijke of onvoorwaardelijke verplichting tot het in de toekomst doen van een kasbetaling aan een derde of aan een ander dienstonderdeel;financile verplichting:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
22,Hoofdstuk1,Artikel1.1,Onderdeel_18,,,,"een niet-geoormerkte, meerjarige budgettaire reserve die wordt aangehouden op een rekening-courant bij het Ministerie van Financin;kasreserve:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
23,Hoofdstuk1,Artikel1.1,Onderdeel_19,,,,het financieel-administratieve stelsel van rekeningen waarin als uitgaven en ontvangsten in een jaar worden opgenomen de kasuitgaven en de kasontvangsten in dat jaar;kasstelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
24,Hoofdstuk1,Artikel1.1,Onderdeel_20,,,,de zorg voor het onderhoud en de instandhouding van roerende en onroerende zaken vanaf het moment van inbeheer- of ingebruikneming tot aan het moment van afstoting;materieelbeheer:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
25,Hoofdstuk1,Artikel1.1,Onderdeel_21,,,,"de materile aspecten van het beleid en de bedrijfsvoering, toegespitst op:materile bedrijfsvoering:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
26,Hoofdstuk1,Artikel1.1,Onderdeel_21,Onderdeela,,,het verwerven van materieel;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
27,Hoofdstuk1,Artikel1.1,Onderdeel_21,Onderdeelb,,,het materieelbeheer;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
28,Hoofdstuk1,Artikel1.1,Onderdeel_21,Onderdeelc,,,het afstoten van materieel;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
29,Hoofdstuk1,Artikel1.1,Onderdeel_22,,,,de in een jaarverslag opgenomen informatie over de niet-financile aspecten van het gevoerde beleid en de gevoerde bedrijfsvoering;niet-financile verantwoordingsinformatie:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
30,Hoofdstuk1,Artikel1.1,Onderdeel_23,,,,"een rechtspersoon die een bij of krachtens een wet geregelde taak uitvoert en die daartoe geheel of gedeeltelijk wordt bekostigd uit de opbrengst van een bij of krachtens een wet ingestelde heffing, met uitzondering van de gemeenten, provincies, waterschappen, de openbare lichamen Bonaire, Sint Eustatius en Saba, openbare lichamen voor beroep en bedrijf en openbare lichamen en gemeenschappelijke organen ingesteld krachtens de  uitgezonderd de openbare lichamen en gemeenschappelijke organen waaraan vanwege het Rijk wordt deelgenomen;Wet gemeenschappelijke regelingenrechtspersoon met een wettelijke taak:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
31,Hoofdstuk1,Artikel1.1,Onderdeel_24,,,,het overzicht van de saldi van de financile activa en passiva zoals deze op een bepaalde datum uit de financile administratie blijken;saldibalans:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
32,Hoofdstuk1,Artikel1.1,Onderdeel_25,,,,de departementale kassen en de centrale kassen van het Rijk tezamen;schatkist van het Rijk:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
33,Hoofdstuk1,Artikel1.1,Onderdeel_26,,,,het aanhouden van liquide middelen op een bankrekening van de schatkist van het Rijk;schatkistbankieren:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
34,Hoofdstuk1,Artikel1.1,Onderdeel_27,,,,"het verschil op het niveau van een begrotingsartikel dat na afloop van een begrotingsjaar wordt vastgesteld tussen de realisatie van de uitgaven, onderscheidenlijk de ontvangsten, en de raming van de uitgaven, onderscheidenlijk de ontvangsten, in de wet tot vaststelling van de begrotingsstaten, bedoeld in , en de wijzigingen die daarin zijn aangebracht door middel van de wetten tot wijziging van de begrotingsstaten, bedoeld in ;artikel 2.23slotverschil:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
35,Hoofdstuk1,Artikel1.1,Onderdeel_28,,,,het financieel-administratieve stelsel van rekeningen waarin als uitgaven en ontvangsten in een jaar worden opgenomen de geldswaarden van de economische transacties die in dat jaar ontstaan;transactiestelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
36,Hoofdstuk1,Artikel1.1,Onderdeel_29,,,,"een dienstonderdeel van een ministerie, dat op grond van , als verplichtingen-kasagentschap is aangewezen;artikel 2.20, eerste lidverplichtingen-kasagentschap:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
37,Hoofdstuk1,Artikel1.1,Onderdeel_30,,,,de combinatie van het verplichtingenstelsel en het kasstelsel waarin de kasuitgaven en de financile verplichtingen gentegreerd worden geadministreerd;verplichtingen-kasstelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
38,Hoofdstuk1,Artikel1.1,Onderdeel_31,,,,het financieel-administratieve stelsel van rekeningen waarin als uitgaven en ontvangsten in een jaar worden opgenomen de geldswaarden van de in dat jaar aangegane of ontstane financile verplichtingen die tot kasuitgaven leiden of kunnen leiden.verplichtingenstelsel:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=1&artikel=1.1&z=2020-01-01&g=2020-01-01
39,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid1,,,Tot de rijksbegroting behoren de departementale en de niet-departementale begrotingen van de ministeries en de colleges.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=1&z=2020-01-01&g=2020-01-01
40,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid2,,,"Onze Ministers, ieder met betrekking tot het beleid waarvoor hij verantwoordelijk is, stellen voor de aanvang van een begrotingsjaar een begroting op.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=2&z=2020-01-01&g=2020-01-01
41,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid3,,,Voor elk ministerie is er n departementale begroting en kunnen er n of meer niet-departementale begrotingen zijn.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=3&z=2020-01-01&g=2020-01-01
42,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid4,,,Voor elk college is er een niet-departementale begroting.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=4&z=2020-01-01&g=2020-01-01
43,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,,,Als niet-departementale begroting worden voorts uitsluitend aangemerkt:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&z=2020-01-01&g=2020-01-01
44,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeela,,"de begroting van de Koning, bedoeld in , en de begroting van Nationale Schuld, bedoeld in ;artikel 2.9",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=a&z=2020-01-01&g=2020-01-01
45,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeelb,,"de begroting van koninkrijksrelaties, tenzij de uitgaven en ontvangsten die samenhangen met koninkrijksrelaties worden opgenomen in de betrokken departementale begroting;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=b&z=2020-01-01&g=2020-01-01
46,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeelc,,"de begrotingen van de begrotingsfondsen, bedoeld in ;artikel 2.11, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=c&z=2020-01-01&g=2020-01-01
47,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid5,Onderdeeld,,"de programmabegrotingen, bedoeld in .artikel 2.12, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=5&o=d&z=2020-01-01&g=2020-01-01
48,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid6,,,"Een departementale begroting bevat de weergave van het beleid en de bedrijfsvoering van het ministerie, met uitzondering van de beleidsaangelegenheden die worden opgenomen in een begroting als bedoeld in het vijfde lid.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=6&z=2020-01-01&g=2020-01-01
49,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid7,,,De niet-departementale begroting van een college bevat de weergave van de taken en van de bedrijfsvoering van het college.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=7&z=2020-01-01&g=2020-01-01
50,Hoofdstuk2,Paragraaf1,Artikel2.1,Lid8,,,"Een programmabegroting, onderscheidenlijk een begroting van een begrotingsfonds, bevat de weergave van het afgezonderde beheer, bedoeld in , respectievelijk . Een programmabegroting, onderscheidenlijk een begroting van een begrotingsfonds, bevat geen weergave van de bedrijfsvoering die met dat afgezonderde beheer samenhangt.artikel 2.12, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=1&artikel=2.1&lid=8&z=2020-01-01&g=2020-01-01
51,Hoofdstuk2,Paragraaf2,Artikel2.2,,,,Een begroting bestaat uit een begrotingsstaat en een daarbij behorende toelichting.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.2&z=2020-01-01&g=2020-01-01
52,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid1,,,Een begrotingsstaat wordt afzonderlijk bij wet vastgesteld.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=1&z=2020-01-01&g=2020-01-01
53,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid2,,,"In afwijking van het eerste lid kunnen twee of meer begrotingsstaten waarvoor Onze Minister die het aangaat verantwoordelijk is, in n wet worden vastgesteld.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=2&z=2020-01-01&g=2020-01-01
54,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid3,,,Autorisatie van een begrotingsstaat vindt plaats op het niveau van een begrotingsartikel.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=3&z=2020-01-01&g=2020-01-01
55,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid4,,,Het geautoriseerde bedrag voor de uitgaven geldt als maximum.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=4&z=2020-01-01&g=2020-01-01
56,Hoofdstuk2,Paragraaf2,Artikel2.3,Lid5,,,"Structurele wijzigingen van de begrotingsstaat die op voorstel van een of meer leden van de Tweede Kamer der Staten-Generaal zijn aangebracht, worden, indien dit met dit voorstel beoogd is, tevens in de begrotingsstaten van de daaropvolgende jaren opgenomen, tenzij een zwaarwegende reden zich hiertegen verzet. In dat geval informeert Onze betrokken Minister de Tweede Kamer der Staten-Generaal hierover.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.3&lid=5&z=2020-01-01&g=2020-01-01
57,Hoofdstuk2,Paragraaf2,Artikel2.4,,,,Het begrotingsjaar is het kalenderjaar.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.4&z=2020-01-01&g=2020-01-01
58,Hoofdstuk2,Paragraaf2,Artikel2.5,,,,De begrotingsstaat bestaat uit begrotingsartikelen en bevat per begrotingsartikel de volgende gegevens:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&z=2020-01-01&g=2020-01-01
59,Hoofdstuk2,Paragraaf2,Artikel2.5,Onderdeela,,,het artikelnummer;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&o=a&z=2020-01-01&g=2020-01-01
60,Hoofdstuk2,Paragraaf2,Artikel2.5,Onderdeelb,,,de artikelomschrijving;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&o=b&z=2020-01-01&g=2020-01-01
61,Hoofdstuk2,Paragraaf2,Artikel2.5,Onderdeelc,,,het geraamde bedrag voor financile verplichtingen;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&o=c&z=2020-01-01&g=2020-01-01
62,Hoofdstuk2,Paragraaf2,Artikel2.5,Onderdeeld,,,het geraamde bedrag voor kasuitgaven;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&o=d&z=2020-01-01&g=2020-01-01
63,Hoofdstuk2,Paragraaf2,Artikel2.5,Onderdeele,,,het geraamde bedrag voor kasontvangsten.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.5&o=e&z=2020-01-01&g=2020-01-01
64,Hoofdstuk2,Paragraaf2,Artikel2.6,Lid1,,,Een agentschap heeft een afzonderlijke financile staat die wordt opgenomen bij de begrotingsstaat van de departementale begroting van het ministerie waaronder het agentschap ressorteert.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.6&lid=1&z=2020-01-01&g=2020-01-01
65,Hoofdstuk2,Paragraaf2,Artikel2.6,Lid2,,,"De financile staat van een agentschap bevat, al naar gelang van toepassing, de geraamde totaalbedragen van de financile verplichtingen, de kasuitgaven en de kasontvangsten of de lasten en de baten.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.6&lid=2&z=2020-01-01&g=2020-01-01
66,Hoofdstuk2,Paragraaf2,Artikel2.7,Lid1,,,"Een begrotingsartikel met de omschrijving  kan in een begrotingsstaat worden opgenomen ten behoeve van de voorlopige verwerking van de loon- en prijsindexering, een taakstelling of een ander nog te verdelen begrotingsbedrag.Nog onverdeeld",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.7&lid=1&z=2020-01-01&g=2020-01-01
67,Hoofdstuk2,Paragraaf2,Artikel2.7,Lid2,,,Het begrotingsartikel  is een administratief artikel ten laste waarvan geen uitgaven worden gedaan of ten gunste waarvan geen ontvangsten worden gerealiseerd.Nog onverdeeld,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.7&lid=2&z=2020-01-01&g=2020-01-01
68,Hoofdstuk2,Paragraaf2,Artikel2.7,Lid3,,,Het bedrag voor de uitgaven dat wordt opgenomen in de begrotingsstaat bij het begrotingsartikel  kan zowel positief als negatief zijn.Nog onverdeeld,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.7&lid=3&z=2020-01-01&g=2020-01-01
69,Hoofdstuk2,Paragraaf2,Artikel2.8,,,,Een begrotingsartikel met de omschrijving  kan in een begrotingsstaat worden opgenomen ten behoeve van uitgaven en ontvangsten waarvoor geldt dat openbaarmaking via de toedeling aan een ander begrotingsartikel niet in het belang van de Staat is.Geheim,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.8&z=2020-01-01&g=2020-01-01
70,Hoofdstuk2,Paragraaf2,Artikel2.9,,,,De begroting van de Koning bevat:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.9&z=2020-01-01&g=2020-01-01
71,Hoofdstuk2,Paragraaf2,Artikel2.9,Onderdeela,,,de uitkeringen aan leden van het koninklijk huis;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.9&o=a&z=2020-01-01&g=2020-01-01
72,Hoofdstuk2,Paragraaf2,Artikel2.9,Onderdeelb,,,de uitgaven die functioneel met het koningschap samenhangen.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.9&o=b&z=2020-01-01&g=2020-01-01
73,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,,,De begroting van Nationale Schuld bevat:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&z=2020-01-01&g=2020-01-01
74,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeela,,"de uitgaven en ontvangsten die voortvloeien uit transacties op de financile markten, voor zover die transacties een oorspronkelijke looptijd hebben van langer dan n jaar;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=a&z=2020-01-01&g=2020-01-01
75,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeelb,,"de mutatie per 31december van het begrotingsjaar ten opzichte van 31december van het voorgaande jaar in het saldo van uitgaven en ontvangsten die voortvloeien uit transacties op de financile markten, voor zover die transacties een oorspronkelijke looptijd hebben van maximaal n jaar;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=b&z=2020-01-01&g=2020-01-01
76,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeelc,,"de uitgaven en ontvangsten die voortvloeien uit door Onze Minister van Financin met derden en agentschappen aan te gane leningen, bedoeld in de , en ;artikelen 5.5, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=c&z=2020-01-01&g=2020-01-01
77,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeeld,,"de mutatie per 31december van het begrotingsjaar ten opzichte van 31december van het voorafgaande jaar in het totaalsaldo van de rekeningen-courant, inclusief de daaraan gekoppelde termijndepositos, die derden en dienstonderdelen in het kader van schatkistbankieren aanhouden bij de schatkist van het Rijk;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=d&z=2020-01-01&g=2020-01-01
78,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeele,,"de uitgaven en ontvangsten aan rente, boete, kosten en provisie die voortvloeien uit de transacties, bedoeld onder b, alsmede uit de rekeningen-courant, bedoeld onder d;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=e&z=2020-01-01&g=2020-01-01
79,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeelf,,de uitgaven en ontvangsten die voortvloeien uit het betalingsverkeer met een centrale kas van het Rijk;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=f&z=2020-01-01&g=2020-01-01
80,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid1,Onderdeelg,,andere door Onze Minister van Financin aan te wijzen uitgaven en ontvangsten die voortvloeien uit vermogens- of financieringstransacties.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=1&o=g&z=2020-01-01&g=2020-01-01
81,Hoofdstuk2,Paragraaf2,Artikel2.10,Lid2,,,"In afwijking van de aanhef van het eerste lid kan de begroting van Nationale Schuld geen mutaties als bedoeld in het eerste lid, onder b en d, bevatten. Na afloop van het begrotingsjaar worden deze mutaties als slotverschil weergegeven in het voorstel van wet tot vaststelling van de slotverschillen van de begroting van Nationale Schuld.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.10&lid=2&z=2020-01-01&g=2020-01-01
82,Hoofdstuk2,Paragraaf2,Artikel2.11,Lid1,,,Een begrotingsfonds kan worden ingesteld ten behoeve van het afzonderlijk beheren van ontvangsten en uitgaven van het Rijk die voor een specifiek doel bestemd zijn.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.11&lid=1&z=2020-01-01&g=2020-01-01
83,Hoofdstuk2,Paragraaf2,Artikel2.11,Lid2,,,Het instellen van een begrotingsfonds geschiedt bij wet. De wet tot instelling van een begrotingsfonds wordt mede door Onze Minister van Financin ondertekend.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=2&artikel=2.11&lid=2&z=2020-01-01&g=2020-01-01
