,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
10,Artikel1,Onderdeel_4,Onderdeelc,Onderdeel1,Onderdeel._2,,een vestiging heeft die fysiek afgescheiden is van de privwoning van de eigenaar of eigenaren van de onderneming en voorzien is van een eigen opgang of toegang; of,25-06-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=1&z=2020-06-25&g=2020-06-25,"[['NP', ('een', 'DT'), ('vestiging', 'NN')], ['VP', ('heeft', 'MD')], ['NP', ('die', 'PRP'), ('fysiek', 'NN')], ['VP', ('afgescheiden', 'VBN')], ['VP', ('is', 'MD')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('privwoning', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('eigenaar', 'NN')], ['NP', ('eigenaren', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('onderneming', 'NN')], ['VP', ('voorzien', 'VBP')], ['VP', ('is', 'MD')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('eigen', 'PRP'), ('opgang', 'NN')], ['VP', ('toegang', 'VBN')]]","{'afscheiden': 'afgescheiden', 'voorzien': 'voorzien', 'toegangen': 'toegang'}"
11,Artikel1,Onderdeel_4,Onderdeelc,Onderdeel2,,,"voor zover het een horecaonderneming betreft ten minste n horecagelegenheid huurt, pacht of in eigendom heeft;",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&o=c&o=2&z=2020-06-25&g=2020-06-25,"[['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['NP', ('het', 'PRP')], ['NP', ('een', 'DT'), ('horecaonderneming', 'NN')], ['VP', ('betreft', 'VBZ')], ['PP', ('ten', 'IN')], ['NP', ('minste', 'NN'), ('n', 'NN'), ('horecagelegenheid', 'NN')], ['VP', ('huurt', 'VBZ')], ['NP', ('pacht', 'NN')], ['PP', ('in', 'IN')], ['NP', ('eigendom', 'NN')], ['VP', ('heeft', 'MD')]]","{'betreffen': 'betreft', 'huren': 'huurt'}"
12,Artikel1,Onderdeel_5,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister met een hoofd- of nevenactiviteit die in tabel 2 van  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling;bijlage 1gedupeerde onderneming in de toeleveringsketen:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('hoofd', 'NN')], ['NP', ('nevenactiviteit', 'NN'), ('die', 'PRP')], ['PP', ('in', 'IN')], ['NP', ('tabel', 'NN')], ['PP', ('van', 'IN')], ['VP', ('is', 'MD'), ('opgenomen', 'VBN')], ['PP', ('met', 'IN')], ['VP', ('daarbij', 'RB'), ('behorende', 'VBG')], ['NP', ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling;bijlage', 'NN')], ['VP', ('1gedupeerde', 'VBD')], ['NP', ('onderneming', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('toeleveringsketen', 'NNS')]]","{'geduperen': 'gedupeerde', 'staan': 'stond', 'inschrijven': 'ingeschreven', 'opnemen': 'opgenomen', 'behorennen': 'behorende', '1geduperen': '1gedupeerde'}"
13,Artikel1,Onderdeel_6,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder de code 88.10.2, 88.99.3 of 88.99.9 van de Standaard Bedrijfsindeling, en een dorpshuis, gemeenschapshuis of wijkcentrum exploiteert;gedupeerde onderneming met een dorpshuis, gemeenschapshuis of wijkcentrum:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling', 'NNP')], ['NP', ('een', 'DT'), ('dorpshuis', 'NN')], ['NP', ('gemeenschapshuis', 'NN'), ('of', 'CC'), ('wijkcentrum', 'NN')], ['VP', ('exploiteert;gedupeerde', 'VBD')], ['NP', ('onderneming', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('dorpshuis', 'NN')], ['NP', ('gemeenschapshuis', 'NN'), ('of', 'CC'), ('wijkcentrum', 'NN')]]","{'geduperen': 'gedupeerde', 'staan': 'stond', 'inschrijven': 'ingeschreven', 'exploiteert;geduperen': 'exploiteert;gedupeerde'}"
14,Artikel1,Onderdeel_7,,,,,"gedupeerde onderneming die op 15maart 2020 alleen voor een nevenactiviteit stond ingeschreven in het handelsregister met een activiteit die in  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling, en zoals in voorkomend geval nader geclausuleerd;bijlage 1gedupeerde onderneming met geregistreerde nevenactiviteit:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['ADVP', ('alleen', 'RB')], ['PP', ('voor', 'IN')], ['NP', ('een', 'DT'), ('nevenactiviteit', 'NN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('activiteit', 'NN'), ('die', 'PRP')], ['PP', ('in', 'IN')], ['VP', ('is', 'MD'), ('opgenomen', 'VBN')], ['PP', ('met', 'IN')], ['VP', ('daarbij', 'RB'), ('behorende', 'VBG')], ['NP', ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling', 'NNP')], ['NP', ('zoals', 'PRP')], ['PP', ('in', 'IN')], ['VP', ('voorkomend', 'VBG')], ['NP', ('geval', 'JJ'), ('nader', 'JJ'), ('geclausuleerd;bijlage', 'NN')], ['VP', ('1gedupeerde', 'VBD')], ['NP', ('onderneming', 'NN')], ['PP', ('met', 'IN')], ['VP', ('geregistreerde', 'VBN')], ['NP', ('nevenactiviteit', 'NN')]]","{'geduperen': 'gedupeerde', 'staan': 'stond', 'inschrijven': 'ingeschreven', 'opnemen': 'opgenomen', 'behorennen': 'behorende', 'voorkomen': 'voorkomend', '1geduperen': '1gedupeerde', 'geregistreren': 'geregistreerde'}"
15,Artikel1,Onderdeel_8,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder de code 10.71, 10.72, 11.05, 14.13, 14.19 of 74.10.2 van de Standaard Bedrijfsindeling, en een fysieke retailwinkel exploiteert;gedupeerde vervaardigende onderneming met een retailwinkel:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling', 'NNP')], ['NP', ('een', 'DT'), ('fysieke', 'JJ'), ('retailwinkel', 'NN')], ['VP', ('exploiteert;gedupeerde', 'VBD'), ('vervaardigende', 'VBG')], ['NP', ('onderneming', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('retailwinkel', 'NN')]]","{'geduperen': 'gedupeerde', 'staan': 'stond', 'inschrijven': 'ingeschreven', 'exploiteert;geduperen': 'exploiteert;gedupeerde', 'vervaardigennen': 'vervaardigende'}"
16,Artikel1,Onderdeel_9,,,,,"gedupeerde onderneming die op 15maart 2020 stond ingeschreven in het handelsregister met een hoofd- of nevenactiviteit die in tabel 3 van  is opgenomen, met de daarbij behorende code van de Standaard Bedrijfsindeling, en zoals in voorkomend geval nader geclausuleerd;bijlage 1gedupeerde zorgonderneming:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('hoofd', 'NN')], ['NP', ('nevenactiviteit', 'NN'), ('die', 'PRP')], ['PP', ('in', 'IN')], ['NP', ('tabel', 'NN')], ['PP', ('van', 'IN')], ['VP', ('is', 'MD'), ('opgenomen', 'VBN')], ['PP', ('met', 'IN')], ['VP', ('daarbij', 'RB'), ('behorende', 'VBG')], ['NP', ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling', 'NNP')], ['NP', ('zoals', 'PRP')], ['PP', ('in', 'IN')], ['VP', ('voorkomend', 'VBG')], ['NP', ('geval', 'JJ'), ('nader', 'JJ'), ('geclausuleerd;bijlage', 'NN')], ['VP', ('1gedupeerde', 'VBD')], ['NP', ('zorgonderneming', 'NN')]]","{'geduperen': 'gedupeerde', 'staan': 'stond', 'inschrijven': 'ingeschreven', 'opnemen': 'opgenomen', 'behorennen': 'behorende', 'voorkomen': 'voorkomend', '1geduperen': '1gedupeerde'}"
17,Artikel1,Onderdeel_10,,,,,handelsregister als bedoeld in ;artikel 2 van de Handelsregisterwet 2007handelsregister:,25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('handelsregister', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Handelsregisterwet', 'NNP')]]",{'bedoelen': 'bedoeld'}
18,Artikel1,Onderdeel_11,,,,,"onderneming die op 15maart 2020 stond ingeschreven in het handelsregister onder de code 56.10.1, 56.10.2 of 56.30 van de Standaard Bedrijfsindeling;horecaonderneming:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['VP', ('stond', 'VBD'), ('ingeschreven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('handelsregister', 'NN')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('code', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Standaard', 'NNP'), ('Bedrijfsindeling;horecaonderneming', 'NN')]]","{'staan': 'stond', 'inschrijven': 'ingeschreven'}"
19,Artikel1,Onderdeel_12,,,,,Minister van Economische Zaken en Klimaat;minister:,25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('Minister', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Economische', 'NNPS'), ('Zaken', 'NNPS'), ('en', 'CC'), ('Klimaat;minister', 'NN')]]",{}
20,Artikel1,Onderdeel_13,,,,,"overheidsbedrijf als bedoeld in ;artikel 25g, eerste lid, van de Mededingingswetoverheidsbedrijf:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('overheidsbedrijf', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Mededingingswetoverheidsbedrijf', 'NNP')]]",{'bedoelen': 'bedoeld'}
21,Artikel1,Onderdeel_14,,,,,"verklaring van de gedupeerde onderneming waarin deze bevestigt dat de tegemoetkoming niet zal leiden tot een overschrijding van het de-minimisplafond, bedoeld in artikel 3, tweede lid, van de algemene de-minimisverordening;verklaring de-minimissteun:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('verklaring', 'NN')], ['PP', ('van', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('waarin', 'RB'), ('deze', 'PRP')], ['VP', ('bevestigt', 'VBZ')], ['NP', ('de', 'DT'), ('tegemoetkoming', 'NN')], ['VP', ('niet', 'RB'), ('zal', 'MD'), ('leiden', 'VB')], ['PP', ('tot', 'IN')], ['NP', ('een', 'DT'), ('overschrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('de-minimisplafond', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('tweede', 'CD'), ('lid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('algemene', 'JJ'), ('de-minimisverordening;verklaring', 'NN'), ('de-minimissteun', 'NN')]]","{'geduperen': 'gedupeerde', 'bevestigen': 'bevestigt', 'leiden': 'leiden', 'bedoelen': 'bedoeld'}"
22,Artikel1,Onderdeel_15,,,,,"vestiging als bedoeld in .artikel 1, eerste lid, onderdeel j, van de Handelsregisterwet 2007vestiging:",25-06-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-06-25&g=2020-06-25,"[['NP', ('vestiging', 'NN'), ('als', 'PRP')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('onderdeel', 'NN')], ['ADJP', ('j', 'JJ')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Handelsregisterwet', 'NNP')]]",{'bedoelen': 'bedoeld'}
23,Artikel2,Lid1,,,,,De minister verstrekt op aanvraag een tegemoetkoming aan een gedupeerde onderneming die verwacht in de periode van 16maart 2020 tot en met 15juni 2020:,25-06-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&z=2020-06-25&g=2020-06-25,"[['NP', ('De', 'DT'), ('minister', 'NN')], ['ADJP', ('verstrekt', 'JJ')], ['PP', ('op', 'IN')], ['NP', ('aanvraag', 'NN'), ('een', 'DT'), ('tegemoetkoming', 'NN')], ['PP', ('aan', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['VP', ('verwacht', 'VBD')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('periode', 'NN')], ['PP', ('van', 'IN')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')]]","{'geduperen': 'gedupeerde', 'verwachten': 'verwacht'}"
24,Artikel2,Lid1,Onderdeela,,,,"ten minste 4000, aan omzetverlies te lijden als gevolg van de maatregelen ter bestrijding van de verdere verspreiding van COVID-19;",25-06-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=a&z=2020-06-25&g=2020-06-25,"[['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('omzetverlies', 'NNS')], ['VP', ('te', 'TO'), ('lijden', 'VB')], ['NP', ('als', 'PRP'), ('gevolg', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('maatregelen', 'NNS')], ['PP', ('ter', 'IN')], ['NP', ('bestrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verdere', 'JJR'), ('verspreiding', 'NN')], ['PP', ('van', 'IN')]]",{'lijden': 'lijden'}
25,Artikel2,Lid1,Onderdeelb,,,,"ten minste 4000, aan vaste lasten te hebben, ook na gebruik van andere door de overheid beschikbaar gestelde steunmaatregelen in het kader van de bestrijding van de verdere verspreiding van COVID-19.",25-06-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=b&z=2020-06-25&g=2020-06-25,"[['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('vaste', 'JJ'), ('lasten', 'NNS')], ['VP', ('te', 'TO'), ('hebben', 'VBP')], ['PP', ('na', 'IN')], ['NP', ('gebruik', 'NN')], ['PP', ('van', 'IN')], ['NP', ('andere', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('overheid', 'NN')], ['ADJP', ('beschikbaar', 'JJ')], ['VP', ('gestelde', 'VBN')], ['NP', ('steunmaatregelen', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('kader', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bestrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verdere', 'JJR'), ('verspreiding', 'NN')], ['PP', ('van', 'IN')]]","{'hebben': 'hebben', 'gestelen': 'gestelde'}"
