,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
10,Hoofdstuk2,Afdeling2.1,Artikel2:5,Lid2,,,"Het eerste lid is mede van toepassing op instellingen en daartoe behorende of daarvoor werkzame personen die door een bestuursorgaan worden betrokken bij de uitvoering van zijn taak, en op instellingen en daartoe behorende of daarvoor werkzame personen die een bij of krachtens de wet toegekende taak uitoefenen.",01-01-1994,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.1&artikel=2:5&lid=2&z=2020-04-15&g=2020-04-15,"[['NP', ('Het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('mede', 'RB')], ['PP', ('van', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('op', 'IN')], ['NP', ('instellingen', 'NNS')], ['VP', ('daartoe', 'RB'), ('behorende', 'VBG')], ['NP', ('daarvoor', 'RB'), ('werkzame', 'JJ'), ('personen', 'NNS'), ('die', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('een', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('worden', 'MD'), ('betrokken', 'VBN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('uitvoering', 'NN'), ('van', 'NNS')], ['VP', ('zijn', 'MD')], ['NP', ('taak', 'NN')], ['PP', ('op', 'IN')], ['NP', ('instellingen', 'NNS')], ['VP', ('daartoe', 'RB'), ('behorende', 'VBG')], ['NP', ('daarvoor', 'RB'), ('werkzame', 'JJ'), ('personen', 'NNS'), ('die', 'PRP')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('de', 'DT'), ('wet', 'NN')], ['VP', ('toegekende', 'VBN')], ['NP', ('taak', 'NN')], ['VP', ('uitoefenen', 'VB')]]","{'behorennen': 'behorende', 'betrekken': 'betrokken', 'toegekennen': 'toegekende', 'uitoefenen': 'uitoefenen'}"
11,Hoofdstuk2,Afdeling2.2,Artikel2:6,Lid1,,,"Bestuursorganen en onder hun verantwoordelijkheid werkzame personen gebruiken de Nederlandse taal, tenzij bij wettelijk voorschrift anders is bepaald.",01-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:6&lid=1&z=2020-04-15&g=2020-04-15,"[['NP', ('Bestuursorganen', 'NNS')], ['PP', ('onder', 'IN')], ['NP', ('hun', 'PRP$'), ('verantwoordelijkheid', 'NN'), ('werkzame', 'JJ'), ('personen', 'NNS')], ['VP', ('gebruiken', 'VB')], ['NP', ('de', 'DT'), ('Nederlandse', 'JJ'), ('taal', 'NN')], ['NP', ('tenzij', 'PRP')], ['PP', ('bij', 'IN')], ['NP', ('wettelijk', 'JJ'), ('voorschrift', 'NN')], ['ADVP', ('anders', 'RB')], ['VP', ('is', 'MD')], ['ADVP', ('bepaald', 'RB')]]",{'gebruiken': 'gebruiken'}
12,Hoofdstuk2,Afdeling2.2,Artikel2:6,Lid2,,,In afwijking van het eerste lid kan een andere taal worden gebruikt indien het gebruik daarvan doelmatiger is en de belangen van derden daardoor niet onevenredig worden geschaad.,01-07-1995,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:6&lid=2&z=2020-04-15&g=2020-04-15,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('kan', 'MD')], ['NP', ('een', 'DT'), ('andere', 'PRP'), ('taal', 'NN')], ['VP', ('worden', 'MD'), ('gebruikt', 'VBN')], ['NP', ('het', 'DT'), ('gebruik', 'NN')], ['ADJP', ('daarvan', 'RB'), ('doelmatiger', 'JJR')], ['VP', ('is', 'MD')], ['NP', ('de', 'DT'), ('belangen', 'NNS')], ['PP', ('van', 'IN')], ['ADJP', ('daardoor', 'RB'), ('niet', 'RB'), ('onevenredig', 'JJ')], ['VP', ('worden', 'MD'), ('geschaad', 'VBN')]]","{'gebruiken': 'gebruikt', 'schaden': 'geschaad'}"
13,Hoofdstuk2,Afdeling2.2,Artikel2:7,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:7&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
14,Hoofdstuk2,Afdeling2.2,Artikel2:8,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:8&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
15,Hoofdstuk2,Afdeling2.2,Artikel2:9,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:9&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
16,Hoofdstuk2,Afdeling2.2,Artikel2:10,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:10&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
17,Hoofdstuk2,Afdeling2.2,Artikel2:11,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:11&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
18,Hoofdstuk2,Afdeling2.2,Artikel2:12,,,,Vervallen,01-01-2014,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.2&artikel=2:12&z=2020-04-15&g=2020-04-15,"[['NP', ('Vervallen', 'NNP')]]",{}
19,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid1,,,"In het verkeer tussen burgers en bestuursorganen kan een bericht elektronisch worden verzonden, mits de bepalingen van deze afdeling in acht worden genomen.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=1&z=2020-04-15&g=2020-04-15,"[['PP', ('In', 'IN')], ['NP', ('het', 'DT'), ('verkeer', 'NN')], ['PP', ('tussen', 'IN')], ['NP', ('burgers', 'NNS'), ('en', 'CC'), ('bestuursorganen', 'NNS')], ['VP', ('kan', 'MD')], ['NP', ('een', 'DT'), ('bericht', 'NN')], ['ADJP', ('elektronisch', 'JJ')], ['VP', ('worden', 'MD')], ['NP', ('verzonden', 'NNS')], ['NP', ('de', 'DT'), ('bepalingen', 'NNS')], ['VP', ('van', 'VB')], ['NP', ('deze', 'PRP'), ('afdeling', 'NN')], ['PP', ('in', 'IN')], ['VP', ('worden', 'MD'), ('genomen', 'VBN')]]","{'vannen': 'van', 'nemen': 'genomen'}"
20,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,,,"Het eerste lid geldt niet, indien:",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&z=2020-04-15&g=2020-04-15,"[['NP', ('Het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('geldt', 'VBZ')], ['ADVP', ('niet', 'RB')]]",{'gelden': 'geldt'}
21,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,Onderdeela,,"dit bij of krachtens wettelijk voorschrift is bepaald, of",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=a&z=2020-04-15&g=2020-04-15,"[['NP', ('dit', 'PRP')], ['PP', ('bij', 'IN')], ['PP', ('krachtens', 'IN')], ['NP', ('wettelijk', 'JJ'), ('voorschrift', 'NN')], ['VP', ('is', 'MD')], ['ADVP', ('bepaald', 'RB')]]",{}
22,Hoofdstuk2,Afdeling2.3,Artikel2:13,Lid2,Onderdeelb,,een vormvoorschrift zich tegen elektronische verzending verzet.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:13&lid=2&o=b&z=2020-04-15&g=2020-04-15,"[['NP', ('een', 'DT'), ('vormvoorschrift', 'NN'), ('zich', 'PRP')], ['PP', ('tegen', 'IN')], ['NP', ('elektronische', 'JJ'), ('verzending', 'NN'), ('verzet', 'NN')]]",{}
23,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid1,,,"Een bestuursorgaan kan een bericht dat tot een of meer geadresseerden is gericht, elektronisch verzenden voor zover de geadresseerde kenbaar heeft gemaakt dat hij langs deze weg voldoende bereikbaar is.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=1&z=2020-04-15&g=2020-04-15,"[['NP', ('Een', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('kan', 'MD')], ['NP', ('een', 'DT'), ('bericht', 'NN'), ('dat', 'PRP')], ['PP', ('tot', 'IN')], ['VP', ('geadresseerden', 'VBN'), ('is', 'MD'), ('gericht', 'VBN')], ['ADJP', ('elektronisch', 'JJ')], ['VP', ('verzenden', 'VBP')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['VP', ('geadresseerde', 'VBN')], ['ADJP', ('kenbaar', 'JJ')], ['VP', ('heeft', 'MD'), ('gemaakt', 'VBN')], ['NP', ('hij', 'PRP')], ['VP', ('langs', 'VB')], ['NP', ('deze', 'PRP'), ('weg', 'RB'), ('voldoende', 'PRP'), ('bereikbaar', 'NN')], ['VP', ('is', 'MD')]]","{'geadresseren': 'geadresseerde', 'richten': 'gericht', 'verzenden': 'verzenden', 'maken': 'gemaakt', 'langsen': 'langs'}"
24,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid2,,,"Tenzij bij wettelijk voorschrift anders is bepaald, geschiedt de verzending van berichten die niet tot een of meer geadresseerden zijn gericht, niet uitsluitend elektronisch.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=2&z=2020-04-15&g=2020-04-15,"[['NP', ('Tenzij', 'PRP')], ['PP', ('bij', 'IN')], ['NP', ('wettelijk', 'JJ'), ('voorschrift', 'NN')], ['ADVP', ('anders', 'RB')], ['VP', ('is', 'MD')], ['ADVP', ('bepaald', 'RB')], ['VP', ('geschiedt', 'VBZ')], ['NP', ('de', 'DT'), ('verzending', 'NN')], ['PP', ('van', 'IN')], ['NP', ('berichten', 'NNS'), ('die', 'PRP')], ['ADVP', ('niet', 'RB')], ['PP', ('tot', 'IN')], ['VP', ('geadresseerden', 'VBN')], ['NP', ('zijn', 'PRP')], ['VP', ('gericht', 'VBN')], ['ADJP', ('uitsluitend', 'RB'), ('elektronisch', 'JJ')]]","{'geschieden': 'geschiedt', 'geadresseren': 'geadresseerden', 'richten': 'gericht'}"
25,Hoofdstuk2,Afdeling2.3,Artikel2:14,Lid3,,,"Indien een bestuursorgaan een bericht elektronisch verzendt, geschiedt dit op een voldoende betrouwbare en vertrouwelijke manier, gelet op de aard en de inhoud van het bericht en het doel waarvoor het wordt gebruikt.",01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:14&lid=3&z=2020-04-15&g=2020-04-15,"[['NP', ('een', 'DT'), ('bestuursorgaan', 'NN')], ['NP', ('een', 'DT'), ('bericht', 'NN'), ('elektronisch', 'NN')], ['VP', ('verzendt', 'VBZ')], ['VP', ('geschiedt', 'VBZ')], ['NP', ('dit', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('voldoende', 'PRP')], ['NP', ('betrouwbare', 'JJ'), ('en', 'CC'), ('vertrouwelijke', 'JJ'), ('manier', 'NN')], ['VP', ('gelet', 'VBN')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('aard', 'NN')], ['NP', ('de', 'DT'), ('inhoud', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('bericht', 'NN')], ['NP', ('het', 'PRP'), ('doel', 'NN')], ['ADVP', ('waarvoor', 'RB')], ['NP', ('het', 'PRP')], ['VP', ('wordt', 'MD'), ('gebruikt', 'VBN')]]","{'verzenden': 'verzendt', 'geschieden': 'geschiedt', 'letten': 'gelet', 'gebruiken': 'gebruikt'}"
26,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid1,,,Een bericht kan elektronisch naar een bestuursorgaan worden verzonden voor zover het bestuursorgaan kenbaar heeft gemaakt dat deze weg is geopend. Het bestuursorgaan kan nadere eisen stellen aan het gebruik van de elektronische weg.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=1&z=2020-04-15&g=2020-04-15,"[['NP', ('Een', 'DT'), ('bericht', 'NN')], ['VP', ('kan', 'MD')], ['ADJP', ('elektronisch', 'JJ')], ['PP', ('naar', 'IN')], ['NP', ('een', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('worden', 'MD')], ['NP', ('verzonden', 'NNS')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['NP', ('het', 'DT'), ('bestuursorgaan', 'NN'), ('kenbaar', 'NN')], ['VP', ('heeft', 'MD'), ('gemaakt', 'VBN')], ['NP', ('deze', 'PRP')], ['VP', ('weg', 'RB'), ('is', 'MD'), ('geopend', 'VBN')], ['NP', ('Het', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('kan', 'MD')], ['NP', ('nadere', 'JJR'), ('eisen', 'NNS')], ['VP', ('stellen', 'VB')], ['PP', ('aan', 'IN')], ['NP', ('het', 'DT'), ('gebruik', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('elektronische', 'JJ'), ('weg', 'NN')]]","{'maken': 'gemaakt', 'openen': 'geopend', 'stellen': 'stellen'}"
27,Hoofdstuk2,Afdeling2.3,Artikel2:15,Lid2,,,Een bestuursorgaan kan elektronisch verschafte gegevens en bescheiden weigeren voor zover de aanvaarding daarvan tot een onevenredige belasting voor het bestuursorgaan zou leiden.,01-07-2004,jci1.3:c:BWBR0005537&hoofdstuk=2&afdeling=2.3&artikel=2:15&lid=2&z=2020-04-15&g=2020-04-15,"[['NP', ('Een', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('kan', 'MD')], ['NP', ('elektronisch', 'JJ'), ('verschafte', 'JJ'), ('gegevens', 'NNS')], ['ADJP', ('bescheiden', 'JJ')], ['VP', ('weigeren', 'VBP')], ['PP', ('voor', 'IN')], ['ADVP', ('zover', 'RB')], ['NP', ('de', 'DT'), ('aanvaarding', 'NN')], ['ADVP', ('daarvan', 'RB')], ['PP', ('tot', 'IN')], ['NP', ('een', 'DT'), ('onevenredige', 'JJ'), ('belasting', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('bestuursorgaan', 'NN')], ['VP', ('zou', 'MD'), ('leiden', 'VB')]]","{'weigeren': 'weigeren', 'leiden': 'leiden'}"
