,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
10,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_9,Onderdeel1,,"Verordening (EU) nr. 603/2013 van het Europees Parlement en de Raad van 26 juni 2013 betreffende de instelling van Eurodac voor de vergelijking van vingerafdrukken ten behoeve van een doeltreffende toepassing van Verordening (EU) nr. 604/2013 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een verzoek om internationale bescherming dat door een onderdaan van een derde land of een staatloze bij een van de lidstaten wordt ingediend en betreffende verzoeken van rechtshandhavingsinstanties van de lidstaten en Europol om vergelijkingen van Eurodac-gegevens ten behoeve van rechtshandhaving, en tot wijziging van Verordening (EU) nr. 1077/2011 tot oprichting van een Europees Agentschap voor het operationeel beheer van grootschalige IT- systemen op het gebied van vrijheid, veiligheid en recht (PBEU L 180/1);",28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&o=1&z=2019-02-27&g=2019-02-27,"[['NP', ('Verordening', 'NNP')], ['NP', ('EU', 'NN')], ['ADJP', ('nr', 'JJR')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Europees', 'NNP'), ('Parlement', 'NNP')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('26', 'CD'), ('juni', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('instelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Eurodac', 'NNP')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('vergelijking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('vingerafdrukken', 'NNS')], ['PP', ('ten', 'IN')], ['NP', ('behoeve', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('doeltreffende', 'JJ'), ('toepassing', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Verordening', 'NNP')], ['NP', ('EU', 'NN')], ['ADJP', ('nr', 'JJR')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('criteria', 'NNS')], ['NP', ('instrumenten', 'NNS')], ['VP', ('te', 'TO'), ('bepalen', 'VB')], ['NP', ('welke', 'PRP'), ('lidstaat', 'NN'), ('verantwoordelijk', 'NN')], ['VP', ('is', 'MD')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('behandeling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('verzoek', 'NN')], ['NP', ('internationale', 'JJ'), ('bescherming', 'NN'), ('dat', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('een', 'DT'), ('onderdaan', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('derde', 'CD'), ('land', 'NN')], ['NP', ('een', 'DT'), ('staatloze', 'NN')], ['PP', ('bij', 'IN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('lidstaten', 'NNS')], ['VP', ('wordt', 'MD'), ('ingediend', 'VBN')], ['VP', ('betreffende', 'VBG'), ('verzoeken', 'VBP')], ['PP', ('van', 'IN')], ['NP', ('rechtshandhavingsinstanties', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('lidstaten', 'NNS')], ['NP', ('Europol', 'NNP')], ['PP', ('om', 'IN')], ['NP', ('vergelijkingen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('Eurodac-gegevens', 'NNS')], ['PP', ('ten', 'IN')], ['NP', ('behoeve', 'NN')], ['PP', ('van', 'IN')], ['NP', ('rechtshandhaving', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('wijziging', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Verordening', 'NNP')], ['NP', ('EU', 'NN')], ['ADJP', ('nr', 'JJR')], ['PP', ('tot', 'IN')], ['NP', ('oprichting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('Europees', 'NNP'), ('Agentschap', 'NNP')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('operationeel', 'NN'), ('beheer', 'NN')], ['PP', ('van', 'IN')], ['NP', ('grootschalige', 'JJ'), ('IT', 'NN')], ['NP', ('systemen', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('gebied', 'NN')], ['PP', ('van', 'IN')], ['NP', ('vrijheid', 'NN')], ['NP', ('veiligheid', 'NN'), ('en', 'CC'), ('recht', 'NN')], ['NP', ('PBEU', 'NN'), ('L', 'NN')]]","{'betreffennen': 'betreffende', 'bepalen': 'bepalen', 'indienen': 'ingediend', 'verzoeken': 'verzoeken'}"
11,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_9,Onderdeel2,,Verordening (EG) 767/2008 van het Europees Parlement en de Raad van 9 juli 2008 betreffende het visuminformatiesysteem (VIS) en de uitwisseling tussen de lidstaten van gegevens op het gebied van visa voor kort verblijf (PbEU L218);,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&o=2&z=2019-02-27&g=2019-02-27,"[['NP', ('Verordening', 'NNP')], ['NP', ('EG', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Europees', 'NNP'), ('Parlement', 'NNP')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('9', 'CD'), ('juli', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('het', 'DT'), ('visuminformatiesysteem', 'NN')], ['NP', ('VIS', 'NN')], ['NP', ('de', 'DT'), ('uitwisseling', 'NN')], ['PP', ('tussen', 'IN')], ['NP', ('de', 'DT'), ('lidstaten', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('gegevens', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('gebied', 'NN')], ['PP', ('van', 'IN')], ['NP', ('visa', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('kort', 'JJ'), ('verblijf', 'NN')], ['NP', ('PbEU', 'NN'), ('L218)', 'NNP')]]",{'betreffennen': 'betreffende'}
12,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_9,Onderdeel3,,Verordening (EG) 810/2009 van het Europees Parlement en de Raad van 13 juli 2009 tot vaststelling van een gemeenschappelijke visumcode (Pb EU L 243);,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&o=3&z=2019-02-27&g=2019-02-27,"[['NP', ('Verordening', 'NNP')], ['NP', ('EG', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Europees', 'NNP'), ('Parlement', 'NNP')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('13', 'CD'), ('juli', 'NNP')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('gemeenschappelijke', 'JJ'), ('visumcode', 'NN')], ['NP', ('Pb', 'NNP'), ('EU', 'NN'), ('L', 'NN')]]",{}
13,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_9,Onderdeel4,,Verordening (EG) nr. 1030/2002 van de Raad van de Europese Unie van 13 juni 2002 betreffende de invoering van een uniform model voor verblijfstitels voor onderdanen van derde landen (PbEU L157);,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&o=4&z=2019-02-27&g=2019-02-27,"[['NP', ('Verordening', 'NNP')], ['NP', ('EG', 'NN')], ['ADJP', ('nr', 'JJR')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Raad', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('13', 'CD'), ('juni', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('invoering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('uniform', 'JJ'), ('model', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('verblijfstitels', 'NNS')], ['PP', ('voor', 'IN')], ['NP', ('onderdanen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('derde', 'CD'), ('landen', 'NNS')], ['NP', ('PbEU', 'NN'), ('L157', 'NNP')]]",{'betreffennen': 'betreffende'}
14,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_10,,,"gecombineerde vergunning: verblijfsvergunning regulier voor bepaalde tijd als bedoeld in , verleend door Onze Minister onder de beperking arbeid in loondienst, lerend werken of seizoenarbeid, tevens zijnde vergunning voor het verrichten van werkzaamheden bij een specifieke werkgever, met het aanvullend document;artikel 14",28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['VP', ('gecombineerde', 'VBN')], ['NP', ('vergunning', 'NN')], ['NP', ('verblijfsvergunning', 'NN'), ('regulier', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('bepaalde', 'PRP'), ('tijd', 'NN')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('verleend', 'VBN')], ['PP', ('door', 'IN')], ['NP', ('Onze', 'PRP'), ('Minister', 'NNP')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('beperking', 'NN'), ('arbeid', 'NN')], ['PP', ('in', 'IN')], ['NP', ('loondienst', 'NN')], ['VP', ('lerend', 'VBG'), ('werken', 'VBP')], ['NP', ('seizoenarbeid', 'NN')], ['VP', ('zijnde', 'MD')], ['NP', ('vergunning', 'NN')], ['PP', ('voor', 'IN')], ['VP', ('verrichten', 'VBP')], ['PP', ('van', 'IN')], ['NP', ('werkzaamheden', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('een', 'DT'), ('specifieke', 'JJ'), ('werkgever', 'NN')], ['PP', ('met', 'IN')], ['NP', ('het', 'DT'), ('aanvullend', 'JJ'), ('document;artikel', 'NN')]]","{'gecombineren': 'gecombineerde', 'bedoelen': 'bedoeld', 'verlenen': 'verleend', 'leren': 'lerend', 'werken': 'werken', 'verrichten': 'verrichten'}"
15,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_11,,,gemeenschapsonderdanen:,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['VP', ('gemeenschapsonderdanen', 'VBN')]]",{'gemeenschapsonderdanen': 'gemeenschapsonderdanen'}
16,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_11,Onderdeel1,,onderdanen van de lidstaten van de Europese Unie die op grond van het Verdrag betreffende de werking van de Europese Unie gerechtigd zijn een andere lidstaat binnen te komen en er te verblijven;,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['NP', ('onderdanen', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('lidstaten', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('grond', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Verdrag', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('werking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['NP', ('gerechtigd', 'JJ'), ('zijn', 'PRP')], ['NP', ('een', 'DT'), ('andere', 'PRP'), ('lidstaat', 'NN')], ['VP', ('binnen', 'RB'), ('te', 'TO'), ('komen', 'VB')], ['ADVP', ('er', 'RB')], ['NP', ('verblijven', 'NNS')]]","{'betreffennen': 'betreffende', 'komen': 'komen'}"
17,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_11,Onderdeel2,,familieleden van de onder 1 genoemden die de nationaliteit van een derde staat bezitten en die uit hoofde van een ter toepassing van het Verdrag betreffende de werking van de Europese Unie genomen besluit gerechtigd zijn een lidstaat binnen te komen en er te verblijven;,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['NP', ('familieleden', 'NNS')], ['PP', ('van', 'IN')], ['PP', ('onder', 'IN')], ['NP', ('1', 'CD'), ('genoemden', 'NNS'), ('die', 'PRP')], ['NP', ('de', 'DT'), ('nationaliteit', 'NN')], ['PP', ('van', 'IN')], ['VP', ('staat', 'VBZ'), ('bezitten', 'VBP')], ['NP', ('die', 'PRP')], ['PP', ('uit', 'IN')], ['NP', ('hoofde', 'NN')], ['PP', ('van', 'IN')], ['PP', ('ter', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Verdrag', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('werking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')], ['VP', ('genomen', 'VBN')], ['NP', ('besluit', 'NN'), ('gerechtigd', 'JJ'), ('zijn', 'PRP')], ['NP', ('een', 'DT'), ('lidstaat', 'NN')], ['VP', ('binnen', 'RB'), ('te', 'TO'), ('komen', 'VB')], ['ADVP', ('er', 'RB')], ['NP', ('verblijven', 'NNS')]]","{'staan': 'staat', 'bezitten': 'bezitten', 'betreffennen': 'betreffende', 'nemen': 'genomen', 'komen': 'komen'}"
18,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_11,Onderdeel3,,"onderdanen van een staat die partij is bij de Overeenkomst betreffende de Europese Economische Ruimte van 2 mei 1992, die ter zake van binnenkomst en verblijf in een lidstaat rechten genieten die gelijk zijn aan die van burgers van de lidstaten van de Europese Unie;",28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['NP', ('onderdanen', 'NNS')], ['PP', ('van', 'IN')], ['VP', ('staat', 'VBZ')], ['NP', ('die', 'PRP'), ('partij', 'NN')], ['VP', ('is', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('Overeenkomst', 'NNP')], ['VP', ('betreffende', 'VBG')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Economische', 'NNPS'), ('Ruimte', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('2', 'CD'), ('mei', 'NNP')], ['NP', ('die', 'PRP')], ['PP', ('ter', 'IN')], ['NP', ('zake', 'NN')], ['PP', ('van', 'IN')], ['NP', ('binnenkomst', 'NN'), ('en', 'CC'), ('verblijf', 'NN')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('lidstaat', 'NN'), ('rechten', 'NNS')], ['VP', ('genieten', 'VB')], ['NP', ('die', 'PRP'), ('gelijk', 'NN'), ('zijn', 'PRP')], ['PP', ('aan', 'IN')], ['NP', ('die', 'PRP')], ['PP', ('van', 'IN')], ['NP', ('burgers', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('lidstaten', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Europese', 'JJ'), ('Unie', 'NNP')]]","{'staan': 'staat', 'betreffennen': 'betreffende', 'genieten': 'genieten'}"
19,Hoofdstuk1,Afdeling1,Artikel1,Onderdeel_11,Onderdeel4,,familieleden van de onder 3 genoemden die de nationaliteit van een derde staat bezitten en die krachtens bovengenoemde Overeenkomst gerechtigd zijn een lidstaat binnen te komen en er te verblijven;,28-07-2018,jci1.3:c:BWBR0011823&hoofdstuk=1&afdeling=1&artikel=1&z=2019-02-27&g=2019-02-27,"[['NP', ('familieleden', 'NNS')], ['PP', ('van', 'IN')], ['PP', ('onder', 'IN')], ['NP', ('3', 'CD'), ('genoemden', 'NNS'), ('die', 'PRP')], ['NP', ('de', 'DT'), ('nationaliteit', 'NN')], ['PP', ('van', 'IN')], ['VP', ('staat', 'VBZ'), ('bezitten', 'VBP')], ['NP', ('die', 'PRP')], ['PP', ('krachtens', 'IN')], ['NP', ('bovengenoemde', 'JJ'), ('Overeenkomst', 'NNP')], ['NP', ('gerechtigd', 'JJ'), ('zijn', 'PRP')], ['NP', ('een', 'DT'), ('lidstaat', 'NN')], ['VP', ('binnen', 'RB'), ('te', 'TO'), ('komen', 'VB')], ['ADVP', ('er', 'RB')], ['NP', ('verblijven', 'NNS')]]","{'staan': 'staat', 'bezitten': 'bezitten', 'komen': 'komen'}"
