,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
10,Artikel1,Onderdeel_5,,,,,Minister van Economische Zaken en Klimaat;minister:,31-03-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-03-31&g=2020-03-27,"[['NP', ('Minister', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Economische', 'NNPS'), ('Zaken', 'NNPS'), ('en', 'CC'), ('Klimaat;minister', 'NN')]]",{}
11,Artikel1,Onderdeel_6,,,,,"overheidsbedrijf als bedoeld in ;artikel 25g, eerste lid, van de Mededingingswetoverheidsbedrijf:",31-03-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-03-31&g=2020-03-27,"[['NP', ('overheidsbedrijf', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Mededingingswetoverheidsbedrijf', 'NNP')]]",{'bedoelen': 'bedoeld'}
12,Artikel1,Onderdeel_7,,,,,"verklaring van de gedupeerde onderneming waarin deze bevestigt dat de tegemoetkoming niet zal leiden tot een overschrijding van het de-minimisplafond, bedoeld in artikel 3, tweede lid, van de algemene de-minimisverordening;verklaring de-minimissteun:",31-03-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-03-31&g=2020-03-27,"[['NP', ('verklaring', 'NN')], ['PP', ('van', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('waarin', 'RB'), ('deze', 'PRP')], ['VP', ('bevestigt', 'VBZ')], ['NP', ('de', 'DT'), ('tegemoetkoming', 'NN')], ['VP', ('niet', 'RB'), ('zal', 'MD'), ('leiden', 'VB')], ['PP', ('tot', 'IN')], ['NP', ('een', 'DT'), ('overschrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('de-minimisplafond', 'NN')], ['VP', ('bedoeld', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('artikel', 'NN')], ['NP', ('tweede', 'CD'), ('lid', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('algemene', 'JJ'), ('de-minimisverordening;verklaring', 'NN'), ('de-minimissteun', 'NN')]]","{'geduperen': 'gedupeerde', 'bevestigen': 'bevestigt', 'leiden': 'leiden', 'bedoelen': 'bedoeld'}"
13,Artikel1,Onderdeel_8,,,,,"vestiging als bedoeld in .artikel 1, eerste lid, onderdeel j, van de Handelsregisterwet 2007vestiging:",31-03-2020,jci1.3:c:BWBR0043324&artikel=1&z=2020-03-31&g=2020-03-27,"[['NP', ('vestiging', 'NN'), ('als', 'PRP')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('artikel', 'NN')], ['NP', ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('onderdeel', 'NN')], ['ADJP', ('j', 'JJ')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Handelsregisterwet', 'NNP')]]",{'bedoelen': 'bedoeld'}
14,Artikel2,Lid1,,,,,De minister verstrekt op aanvraag een tegemoetkoming aan een gedupeerde onderneming die verwacht in de periode van 16maart 2020 tot en met 15juni 2020:,31-03-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&z=2020-03-31&g=2020-03-27,"[['NP', ('De', 'DT'), ('minister', 'NN')], ['ADJP', ('verstrekt', 'JJ')], ['PP', ('op', 'IN')], ['NP', ('aanvraag', 'NN'), ('een', 'DT'), ('tegemoetkoming', 'NN')], ['PP', ('aan', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('die', 'PRP')], ['VP', ('verwacht', 'VBD')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('periode', 'NN')], ['PP', ('van', 'IN')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')]]","{'geduperen': 'gedupeerde', 'verwachten': 'verwacht'}"
15,Artikel2,Lid1,Onderdeela,,,,"ten minste 4000, aan omzetverlies te lijden als gevolg van de maatregelen ter bestrijding van de verdere verspreiding van COVID-19;",31-03-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=a&z=2020-03-31&g=2020-03-27,"[['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('omzetverlies', 'NNS')], ['VP', ('te', 'TO'), ('lijden', 'VB')], ['NP', ('als', 'PRP'), ('gevolg', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('maatregelen', 'NNS')], ['PP', ('ter', 'IN')], ['NP', ('bestrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verdere', 'JJR'), ('verspreiding', 'NN')], ['PP', ('van', 'IN')]]",{'lijden': 'lijden'}
16,Artikel2,Lid1,Onderdeelb,,,,"ten minste 4000, aan vaste lasten te hebben, ook na gebruik van andere door de overheid beschikbaar gestelde steunmaatregelen in het kader van de bestrijding van de verdere verspreiding van COVID-19.",31-03-2020,jci1.3:c:BWBR0043324&artikel=2&lid=1&o=b&z=2020-03-31&g=2020-03-27,"[['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('vaste', 'JJ'), ('lasten', 'NNS')], ['VP', ('te', 'TO'), ('hebben', 'VBP')], ['PP', ('na', 'IN')], ['NP', ('gebruik', 'NN')], ['PP', ('van', 'IN')], ['NP', ('andere', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('overheid', 'NN')], ['ADJP', ('beschikbaar', 'JJ')], ['VP', ('gestelde', 'VBN')], ['NP', ('steunmaatregelen', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('kader', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bestrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verdere', 'JJR'), ('verspreiding', 'NN')], ['PP', ('van', 'IN')]]","{'hebben': 'hebben', 'gestelen': 'gestelde'}"
17,Artikel2,Lid2,,,,,De tegemoetkoming bedraagt 4000 per gedupeerde onderneming.,31-03-2020,jci1.3:c:BWBR0043324&artikel=2&lid=2&z=2020-03-31&g=2020-03-27,"[['NP', ('De', 'DT'), ('tegemoetkoming', 'NN')], ['VP', ('bedraagt', 'VBZ')], ['PP', ('per', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')]]","{'bedragen': 'bedraagt', 'geduperen': 'gedupeerde'}"
18,Artikel3,,,,,,De minister beslist afwijzend op een aanvraag indien:,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&z=2020-03-31&g=2020-03-27,"[['NP', ('De', 'DT'), ('minister', 'NN')], ['ADJP', ('beslist', 'JJ')], ['VP', ('afwijzend', 'VBG')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('aanvraag', 'NN')]]",{'afwijzen': 'afwijzend'}
19,Artikel3,Onderdeela,,,,,de aanvraag niet voldoet aan de bij deze beleidsregel gestelde eisen;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=a&z=2020-03-31&g=2020-03-27,"[['NP', ('de', 'DT'), ('aanvraag', 'NN')], ['ADJP', ('niet', 'RB'), ('voldoet', 'JJ')], ['PP', ('aan', 'IN')], ['VP', ('bij', 'VB')], ['NP', ('deze', 'PRP')], ['ADJP', ('beleidsregel', 'JJ')], ['VP', ('gestelde', 'VBN')], ['NP', ('eisen', 'NNS')]]","{'bijjen': 'bij', 'gestelen': 'gestelde'}"
20,Artikel3,Onderdeelb,,,,,de gedupeerde onderneming in staat van faillissement verkeert dan wel bij de rechtbank een verzoek tot verlening van surseance van betaling aan de onderneming is ingediend;,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=b&z=2020-03-31&g=2020-03-27,"[['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['PP', ('in', 'IN')], ['VP', ('staat', 'VBZ')], ['PP', ('van', 'IN')], ['NP', ('faillissement', 'NN')], ['VP', ('verkeert', 'VBZ')], ['ADVP', ('dan', 'RB'), ('wel', 'RB')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('rechtbank', 'NN')], ['NP', ('een', 'DT'), ('verzoek', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('verlening', 'NN')], ['PP', ('van', 'IN')], ['NP', ('surseance', 'NN')], ['PP', ('van', 'IN')], ['NP', ('betaling', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('onderneming', 'NN')], ['VP', ('is', 'MD'), ('ingediend', 'VBN')]]","{'geduperen': 'gedupeerde', 'staan': 'staat', 'verkeren': 'verkeert', 'indienen': 'ingediend'}"
21,Artikel3,Onderdeelc,,,,,de tegemoetkoming niet verstrekt kan worden op grond van de algemene de-minimisverordening.,31-03-2020,jci1.3:c:BWBR0043324&artikel=3&o=c&z=2020-03-31&g=2020-03-27,"[['NP', ('de', 'DT'), ('tegemoetkoming', 'NN')], ['ADJP', ('niet', 'RB'), ('verstrekt', 'JJ')], ['VP', ('kan', 'MD')], ['VP', ('worden', 'MD')], ['PP', ('op', 'IN')], ['NP', ('grond', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('algemene', 'JJ'), ('de-minimisverordening', 'NN')]]",{}
22,Artikel4,Lid1,,,,,Een aanvraag wordt ingediend met gebruikmaking van een door de minister beschikbaar gesteld middel.,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=1&z=2020-03-31&g=2020-03-27,"[['NP', ('Een', 'DT'), ('aanvraag', 'NN')], ['VP', ('wordt', 'MD'), ('ingediend', 'VBN')], ['PP', ('met', 'IN')], ['NP', ('gebruikmaking', 'NN')], ['PP', ('van', 'IN')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('minister', 'NN')], ['ADJP', ('beschikbaar', 'JJ')], ['VP', ('gesteld', 'VBN')], ['NP', ('middel', 'NN')]]","{'indienen': 'ingediend', 'stellen': 'gesteld'}"
23,Artikel4,Lid2,,,,,Een aanvraag omvat in ieder geval:,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&z=2020-03-31&g=2020-03-27,"[['NP', ('Een', 'DT'), ('aanvraag', 'NN')], ['VP', ('omvat', 'VBZ')], ['PP', ('in', 'IN')], ['NP', ('ieder', 'PRP'), ('geval', 'NN')]]",{'omvatten': 'omvat'}
24,Artikel4,Lid2,Onderdeela,,,,"gegevens over de gedupeerde onderneming, waaronder het nummer waarmee de gedupeerde onderneming geregistreerd is bij de Kamer van Koophandel, het post- en bezoekadres en het rekeningnummer dat op naam van de gedupeerde onderneming staat;",31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=a&z=2020-03-31&g=2020-03-27,"[['NP', ('gegevens', 'NNS')], ['PP', ('over', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['ADVP', ('waaronder', 'RB')], ['NP', ('het', 'DT'), ('nummer', 'NN')], ['ADVP', ('waarmee', 'RB')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['VP', ('geregistreerd', 'VBN')], ['VP', ('is', 'MD')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('Kamer', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Koophandel', 'NNP')], ['NP', ('het', 'DT'), ('post', 'NN')], ['NP', ('bezoekadres', 'NNS')], ['NP', ('het', 'PRP'), ('rekeningnummer', 'NN'), ('dat', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('naam', 'NN')], ['PP', ('van', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['VP', ('staat', 'VBZ')]]","{'geduperen': 'gedupeerde', 'registreren': 'geregistreerd', 'staan': 'staat'}"
25,Artikel4,Lid2,Onderdeelb,,,,"gegevens over de contactpersoon bij de gedupeerde onderneming, waaronder de naam, het telefoonnummer en het e-mailadres;",31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=b&z=2020-03-31&g=2020-03-27,"[['NP', ('gegevens', 'NNS')], ['PP', ('over', 'IN')], ['NP', ('de', 'DT'), ('contactpersoon', 'NN')], ['PP', ('bij', 'IN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['ADVP', ('waaronder', 'RB')], ['NP', ('de', 'DT'), ('naam', 'NN')], ['NP', ('het', 'DT'), ('telefoonnummer', 'NN')], ['NP', ('het', 'PRP'), ('e-mailadres', 'NN')]]",{'geduperen': 'gedupeerde'}
26,Artikel4,Lid2,Onderdeelc,,,,een verklaring dat de gedupeerde onderneming geen overheidsbedrijf is;,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=c&z=2020-03-31&g=2020-03-27,"[['NP', ('een', 'DT'), ('verklaring', 'NN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN'), ('geen', 'PRP'), ('overheidsbedrijf', 'NN')], ['VP', ('is', 'MD')]]",{'geduperen': 'gedupeerde'}
27,Artikel4,Lid2,Onderdeeld,,,,een verklaring de-minimissteun;,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=d&z=2020-03-31&g=2020-03-27,"[['NP', ('een', 'DT'), ('verklaring', 'JJ'), ('de-minimissteun', 'NN')]]",{}
28,Artikel4,Lid2,Onderdeele,,,,een verklaring dat de gedupeerde onderneming op het moment van aanvraag voldoet aan de bij deze beleidsregel gestelde eisen;,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=e&z=2020-03-31&g=2020-03-27,"[['NP', ('een', 'DT'), ('verklaring', 'NN')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('moment', 'NN')], ['PP', ('van', 'IN')], ['NP', ('aanvraag', 'NN'), ('voldoet', 'NN')], ['PP', ('aan', 'IN')], ['VP', ('bij', 'VB')], ['NP', ('deze', 'PRP')], ['ADJP', ('beleidsregel', 'JJ')], ['VP', ('gestelde', 'VBN')], ['NP', ('eisen', 'NNS')]]","{'geduperen': 'gedupeerde', 'bijjen': 'bij', 'gestelen': 'gestelde'}"
29,Artikel4,Lid2,Onderdeelf,,,,"een verklaring waarin de gedupeerde onderneming aangeeft dat de onderneming in de periode van 16maart 2020 tot en met 15juni 2020 een omzetverlies verwacht te lijden van ten minste 4000,; en",31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=f&z=2020-03-31&g=2020-03-27,"[['NP', ('een', 'DT'), ('verklaring', 'NN')], ['ADVP', ('waarin', 'RB')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['VP', ('aangeeft', 'VBZ')], ['NP', ('de', 'DT'), ('onderneming', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('periode', 'NN')], ['PP', ('van', 'IN')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')], ['NP', ('15juni', 'CD'), ('2020', 'CD'), ('een', 'DT'), ('omzetverlies', 'NN')], ['VP', ('verwacht', 'VBP'), ('te', 'TO'), ('lijden', 'VB'), ('van', 'RP')], ['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')]]","{'geduperen': 'gedupeerde', 'aangeven': 'aangeeft', 'verwachten': 'verwacht', 'lijden': 'lijden'}"
30,Artikel4,Lid2,Onderdeelg,,,,"een verklaring waarin de gedupeerde onderneming aangeeft dat de onderneming in de periode van 16maart 2020 tot en met 15juni 2020 verwacht ten minste 4000, aan vaste lasten te hebben, ook na gebruik van andere door de overheid beschikbaar gestelde steunmaatregelen in het kader van de bestrijding van de verdere verspreiding van COVID-19.",31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=2&o=g&z=2020-03-31&g=2020-03-27,"[['NP', ('een', 'DT'), ('verklaring', 'NN')], ['ADVP', ('waarin', 'RB')], ['VP', ('gedupeerde', 'VBN')], ['NP', ('onderneming', 'NN')], ['VP', ('aangeeft', 'VBZ')], ['NP', ('de', 'DT'), ('onderneming', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('periode', 'NN')], ['PP', ('van', 'IN')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')], ['VP', ('verwacht', 'VBP')], ['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('vaste', 'JJ'), ('lasten', 'NNS')], ['VP', ('te', 'TO'), ('hebben', 'VBP')], ['PP', ('na', 'IN')], ['NP', ('gebruik', 'NN')], ['PP', ('van', 'IN')], ['NP', ('andere', 'PRP')], ['PP', ('door', 'IN')], ['NP', ('de', 'DT'), ('overheid', 'NN')], ['ADJP', ('beschikbaar', 'JJ')], ['VP', ('gestelde', 'VBN')], ['NP', ('steunmaatregelen', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('kader', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('bestrijding', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('verdere', 'JJR'), ('verspreiding', 'NN')], ['PP', ('van', 'IN')]]","{'geduperen': 'gedupeerde', 'aangeven': 'aangeeft', 'verwachten': 'verwacht', 'hebben': 'hebben', 'gestelen': 'gestelde'}"
31,Artikel4,Lid3,,,,,Een aanvraag kan worden ingediend in de periode van 27maart 2020 tot en met 26juni 2020.,31-03-2020,jci1.3:c:BWBR0043324&artikel=4&lid=3&z=2020-03-31&g=2020-03-27,"[['NP', ('Een', 'DT'), ('aanvraag', 'NN')], ['VP', ('kan', 'MD'), ('worden', 'MD'), ('ingediend', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('periode', 'NN')], ['PP', ('van', 'IN')], ['PP', ('tot', 'IN')], ['PP', ('met', 'IN')]]",{'indienen': 'ingediend'}
32,Artikel5,,,,,,"De minister beslist binnen drie weken na ontvangst van een aanvraag. Indien niet binnen deze termijn kan worden beslist, stelt de minister de aanvrager daarvan in kennis en noemt daarbij een redelijke termijn waarbinnen de beslissing wel kan worden genomen.",31-03-2020,jci1.3:c:BWBR0043324&artikel=5&z=2020-03-31&g=2020-03-27,"[['NP', ('De', 'DT'), ('minister', 'NN')], ['ADJP', ('beslist', 'JJ')], ['ADVP', ('binnen', 'RB')], ['NP', ('drie', 'CD'), ('weken', 'NNS')], ['PP', ('na', 'IN')], ['NP', ('ontvangst', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('aanvraag', 'NN')], ['NP', ('Indien', 'PRP'), ('niet', 'RB'), ('binnen', 'RB'), ('deze', 'PRP'), ('termijn', 'NN')], ['VP', ('kan', 'MD')], ['VP', ('worden', 'MD')], ['ADJP', ('beslist', 'JJ')], ['VP', ('stelt', 'VBP')], ['NP', ('de', 'DT'), ('minister', 'NN')], ['NP', ('de', 'DT'), ('aanvrager', 'NN')], ['ADVP', ('daarvan', 'RB')], ['PP', ('in', 'IN')], ['NP', ('kennis', 'NN')], ['VP', ('noemt', 'VBZ')], ['ADVP', ('daarbij', 'RB')], ['NP', ('een', 'DT'), ('redelijke', 'JJ'), ('termijn', 'NN')], ['ADVP', ('waarbinnen', 'RB')], ['NP', ('de', 'DT'), ('beslissing', 'NN')], ['VP', ('wel', 'RB'), ('kan', 'MD'), ('worden', 'MD'), ('genomen', 'VBN')]]","{'stellen': 'stelt', 'noemen': 'noemt', 'nemen': 'genomen'}"
